 ,Area,XM,YM,Perim.,Major,Minor,Angle,Slice,MinThr,MaxThr
1,53,307.840,616.708,4536,13.863,4.868,165.739,1,1,255
2,22,626.136,925.455,4536,29.124,0.962,171.721,2,1,255
3,81,797.080,203.648,4536,10.558,9.768,89.400,3,1,255
4,12,533.917,403.000,4536,5.450,2.804,142.876,4,1,255
5,79,584.728,549.943,4536,12.522,8.033,4.041,5,1,255
6,14,1139.071,149.429,4536,4.857,3.670,9.729,6,1,255
7,34,165.029,419.853,4536,13.005,3.329,124.451,7,1,255
8,70,655.786,237.986,4536,11.028,8.082,48.151,8,1,255
9,206,451.495,695.869,4536,20.096,13.052,117.355,9,1,255
10,32,778.531,305.594,4536,7.547,5.399,13.615,10,1,255
11,30,780.333,579.500,4536,8.126,4.700,152.868,11,1,255
12,27,563.870,624.093,4536,12.776,2.691,147.692,12,1,255
13,20,516.950,584.500,4536,6.540,3.894,176.376,13,1,255
14,4,647.750,711.000,4536,7.437,0.685,132.543,14,1,255
15,43,1079.919,275.407,4536,10.622,5.154,47.993,15,1,255
16,29,524.707,437.569,4536,7.243,5.098,123.707,16,1,255
17,42,640.214,515.024,4536,8.816,6.066,142.802,17,1,255
18,8,379.000,382.375,4536,5.249,1.940,38.650,18,1,255
19,115,428.787,465.074,4536,23.180,6.317,144.190,19,1,255
20,15,590.367,287.100,4536,15.091,1.266,144.819,20,1,255
21,10,354.300,382.700,4536,5.432,2.344,134.442,21,1,255
22,13,299.115,230.269,4536,8.716,1.899,13.659,22,1,255
23,19,624.395,638.553,4536,6.475,3.736,137.634,23,1,255
24,25,751.740,734.860,4536,7.480,4.256,124.228,24,1,255
25,9,617.500,334.944,4536,3.727,3.075,157.772,25,1,255
26,7,531.071,937.071,4536,6.753,1.320,178.185,26,1,255
27,16,404.625,151.750,4536,6.835,2.980,10.511,27,1,255
28,4,611.500,621.250,4536,3.106,1.640,17.038,28,1,255
29,9,707.500,8.611,4536,107.481,0.107,0.802,29,1,255
30,51,768.088,372.873,4536,10.666,6.088,158.778,30,1,255
31,1,1142.500,0.500,4536,1.128,1.128,90.000,31,1,255
32,27,652.426,393.241,4536,9.156,3.755,152.116,32,1,255
33,95,727.721,613.321,4536,11.692,10.346,53.270,33,1,255
34,3,742.500,875.833,4536,5.964,0.640,14.117,34,1,255
35,283,459.740,607.549,4536,24.524,14.693,170.722,35,1,255
36,16,685.438,643.438,4536,4.867,4.186,130.724,36,1,255
37,215,639.253,692.281,4536,26.366,10.383,125.416,37,1,255
38,35,463.300,205.071,4536,10.579,4.212,171.188,38,1,255
39,34,730.853,613.324,4536,8.127,5.326,141.459,39,1,255
40,21,931.595,157.976,4536,9.471,2.823,172.197,40,1,255
41,12,1048.167,943.917,4536,10.628,1.438,49.743,41,1,255
42,74,749.595,707.324,4536,14.489,6.503,139.728,42,1,255
43,10,1082.100,644.900,4536,7.780,1.636,70.207,43,1,255
44,4,470.000,248.500,4536,5.299,0.961,15.698,44,1,255
45,11,580.864,532.409,4536,20.883,0.671,169.237,45,1,255
46,10,486.600,535.700,4536,3.872,3.289,126.245,46,1,255
47,40,445.450,528.600,4536,10.587,4.811,17.503,47,1,255
48,6,825.500,325.333,4536,5.078,1.504,17.008,48,1,255
49,15,656.567,494.567,4536,5.529,3.454,119.144,49,1,255
50,33,628.833,442.015,4536,26.833,1.566,11.789,50,1,255
51,28,914.250,473.500,4536,8.258,4.317,14.766,51,1,255
52,53,580.689,535.349,4536,16.851,4.005,143.729,52,1,255
53,42,794.190,832.905,4536,10.459,5.113,151.084,53,1,255
54,34,905.559,619.735,4536,9.214,4.698,150.954,54,1,255
55,12,148.583,208.500,4536,3.968,3.851,128.735,55,1,255
56,4,457.500,350.000,4536,65.195,0.078,4.422,56,1,255
57,78,958.244,341.538,4536,12.198,8.142,8.478,57,1,255
58,106,543.528,142.283,4536,19.344,6.977,96.139,58,1,255
59,193,861.707,400.122,4536,20.822,11.802,161.555,59,1,255
60,3,852.833,357.833,4536,3.443,1.109,22.725,60,1,255
61,8,1043.250,830.625,4536,32.785,0.311,72.809,61,1,255
62,40,323.600,658.250,4536,20.224,2.518,16.955,62,1,255
63,19,946.026,697.184,4536,5.579,4.336,86.828,63,1,255
64,21,285.310,480.310,4536,6.527,4.097,145.224,64,1,255
65,8,742.875,520.000,4536,3.750,2.716,164.832,65,1,255
66,14,1134.857,704.714,4536,13.965,1.276,67.195,66,1,255
67,16,1015.375,305.250,4536,5.516,3.693,154.102,67,1,255
68,10,341.600,260.700,4536,4.669,2.727,164.020,68,1,255
69,6,669.000,648.000,4536,6.288,1.215,44.689,69,1,255
70,8,927.875,748.125,4536,32.237,0.316,5.733,70,1,255
71,30,250.333,493.100,4536,8.879,4.302,109.897,71,1,255
72,60,991.167,380.833,4536,11.192,6.826,64.387,72,1,255
73,9,1180.611,851.833,4536,5.440,2.106,51.846,73,1,255
74,16,1154.688,75.625,4536,7.531,2.705,18.527,74,1,255
75,40,528.075,775.000,4536,9.107,5.592,179.182,75,1,255
76,11,78.045,264.682,4536,5.971,2.346,123.983,76,1,255
77,19,838.605,724.132,4536,6.460,3.745,14.163,77,1,255
78,1,143.500,456.500,4536,1.128,1.128,0.000,78,1,255
79,65,751.008,550.638,4536,12.098,6.841,146.432,79,1,255
80,11,1020.864,863.045,4536,52.652,0.266,79.165,80,1,255
81,11,540.409,800.227,4536,8.166,1.715,161.390,81,1,255
82,41,567.988,569.573,4536,9.065,5.759,32.588,82,1,255
83,15,877.233,702.300,4536,5.693,3.355,144.438,83,1,255
84,4,770.750,614.750,4536,74.143,0.069,141.429,84,1,255
85,10,843.200,316.500,4536,10.037,1.269,164.178,85,1,255
86,7,728.643,320.071,4536,9.057,0.984,159.213,86,1,255
87,32,376.312,199.438,4536,9.315,4.374,137.722,87,1,255
88,5,988.300,329.700,4536,3.033,2.099,14.133,88,1,255
89,25,634.220,825.900,4536,6.068,5.246,109.601,89,1,255
90,5,453.500,565.900,4536,3.030,2.101,44.797,90,1,255
