"time","Fe_379","Fe_477","Fe_350","Fe_1","Fe_186"
2022-06-19 22:02:00,3.79,19.044,24.019,29.94,27.769
2022-06-19 22:12:00,3.79,19.066,24.049,29.969,27.784
2022-06-19 22:22:00,3.832,19.071,24.047,30.042,27.787
2022-06-19 22:32:00,3.857,19.071,24.053,30.041,27.791
2022-06-19 22:42:00,3.88,19.071,24.06,30.04,27.822
2022-06-19 22:52:00,3.878,19.073,24.071,30.042,27.833
2022-06-19 23:02:00,3.873,19.072,24.074,30.047,27.833
2022-06-19 23:12:00,3.856,19.106,24.143,30.048,27.836
2022-06-19 23:22:00,3.858,19.143,24.179,30.075,27.839
2022-06-19 23:32:00,3.86,19.155,24.169,30.143,27.838
2022-06-19 23:42:00,3.954,19.158,24.172,30.145,27.84
2022-06-19 23:52:00,3.958,19.157,24.171,30.157,27.85
2022-06-20 00:02:00,3.983,19.193,24.188,30.178,27.968
2022-06-20 00:12:00,4.002,19.193,24.187,30.187,27.97
2022-06-20 00:22:00,4.004,19.195,24.189,30.191,27.972
2022-06-20 00:32:00,4.006,19.195,24.187,30.195,27.974
2022-06-20 00:42:00,4.006,19.194,24.186,30.199,27.972
2022-06-20 00:52:00,4.001,19.195,24.187,30.205,27.967
2022-06-20 01:02:00,4.001,19.2,24.188,30.239,27.971
2022-06-20 01:12:00,4,19.208,24.2,30.235,27.98
2022-06-20 01:22:00,4.014,19.238,24.266,30.239,27.982
2022-06-20 01:32:00,4.021,19.247,24.292,30.288,27.988
2022-06-20 01:42:00,4.128,19.265,24.296,30.327,27.989
2022-06-20 01:52:00,4.111,19.262,24.294,30.338,27.991
2022-06-20 02:02:00,4.186,19.262,24.295,30.339,27.993
2022-06-20 02:12:00,4.167,19.26,24.294,30.35,28
2022-06-20 02:22:00,4.121,19.26,24.298,30.356,28.002
2022-06-20 02:32:00,4.119,19.26,24.305,30.368,28.004
2022-06-20 02:42:00,4.123,19.26,24.305,30.372,28.062
2022-06-20 02:52:00,4.125,19.261,24.309,30.371,28.061
2022-06-20 03:02:00,4.127,19.263,24.31,30.416,28.062
2022-06-20 03:12:00,4.136,19.264,24.312,30.417,28.063
2022-06-20 03:22:00,4.136,19.265,24.315,30.459,28.07
2022-06-20 03:32:00,4.836,19.684,24.782,30.896,28.335
2022-06-20 03:42:00,4.822,19.681,24.799,30.892,28.338
2022-06-20 03:52:00,4.754,19.683,24.793,30.894,28.35
2022-06-20 04:02:00,4.878,19.679,24.794,30.893,28.353
2022-06-20 04:12:00,4.863,19.681,24.791,30.893,28.353
2022-06-20 04:22:00,4.867,19.682,24.792,30.892,28.353
2022-06-20 04:32:00,4.866,19.681,24.793,30.892,28.351
2022-06-20 04:42:00,4.865,19.681,24.793,30.891,28.352
2022-06-20 04:52:00,4.87,19.682,24.791,30.891,28.356
2022-06-20 05:02:00,4.869,19.684,24.788,30.887,28.358
2022-06-20 05:12:00,4.869,19.686,24.791,30.887,28.354
2022-06-20 05:22:00,4.867,19.69,24.787,30.889,28.358
2022-06-20 05:32:00,4.871,19.69,24.787,30.889,28.36
2022-06-20 05:42:00,4.871,19.69,24.791,30.89,28.366
2022-06-20 05:52:00,4.871,19.693,24.793,30.891,28.37
2022-06-20 06:02:00,4.873,19.692,24.796,30.891,28.376
2022-06-20 06:12:00,4.87,19.705,24.796,30.904,28.405
2022-06-20 06:22:00,4.86,19.721,24.797,30.919,28.438
2022-06-20 06:32:00,4.848,19.729,24.798,30.922,28.443
2022-06-20 06:42:00,4.85,19.726,24.797,30.917,28.449
2022-06-20 06:52:00,4.853,19.747,24.799,30.922,28.459
2022-06-20 07:02:00,4.864,19.753,24.8,30.926,28.461
2022-06-20 07:12:00,4.867,19.758,24.798,30.926,28.462
2022-06-20 07:22:00,4.871,19.758,24.799,30.927,28.466
2022-06-20 07:32:00,4.871,19.762,24.802,30.938,28.467
2022-06-20 07:42:00,4.871,19.773,24.805,30.957,28.466
2022-06-20 07:52:00,4.871,19.768,24.805,30.972,28.465
2022-06-20 08:02:00,4.873,19.787,24.804,30.977,28.473
2022-06-20 08:12:00,4.871,19.794,24.804,30.974,28.486
2022-06-20 08:22:00,4.873,19.807,24.809,30.991,28.482
2022-06-20 08:32:00,4.875,19.814,24.809,30.996,28.485
2022-06-20 08:42:00,4.92,19.869,24.81,30.999,28.491
2022-06-20 08:52:00,4.959,19.878,24.816,31.055,28.498
2022-06-20 09:02:00,4.957,19.885,24.82,31.068,28.508
2022-06-20 09:12:00,4.966,19.893,24.826,31.079,28.512
2022-06-20 09:22:00,4.97,19.923,24.84,31.077,28.52
2022-06-20 09:32:00,4.965,19.951,24.855,31.124,28.522
2022-06-20 09:42:00,4.963,19.957,24.856,31.148,28.554
2022-06-20 09:52:00,4.986,19.969,24.867,31.19,28.566
2022-06-20 10:02:00,4.96,19.974,24.867,31.191,28.567
2022-06-20 10:12:00,4.981,19.982,24.871,31.195,28.571
2022-06-20 10:22:00,4.976,19.984,24.885,31.202,28.57
2022-06-20 10:32:00,4.978,19.986,24.886,31.202,28.572
2022-06-20 10:42:00,4.964,19.99,24.893,31.202,28.579
2022-06-20 10:52:00,4.973,19.994,24.893,31.212,28.58
2022-06-20 11:02:00,5.041,20.015,24.917,31.235,28.645
2022-06-20 11:12:00,5.219,20.039,24.987,31.362,28.667
2022-06-20 11:22:00,5.21,20.036,25.001,31.364,28.671
2022-06-20 11:32:00,5.207,20.036,25.003,31.361,28.674
2022-06-20 11:42:00,5.206,20.036,25.002,31.36,28.673
2022-06-20 11:52:00,5.195,20.035,25.002,31.364,28.681
2022-06-20 12:02:00,5.194,20.036,25,31.363,28.691
2022-06-20 12:12:00,5.204,20.046,25.009,31.371,28.718
2022-06-20 12:22:00,5.208,20.074,25.02,31.381,28.729
2022-06-20 12:32:00,5.213,20.074,25.024,31.38,28.73
2022-06-20 12:42:00,5.211,20.075,25.025,31.382,28.736
2022-06-20 12:52:00,5.205,20.075,25.025,31.384,28.746
2022-06-20 13:02:00,5.213,20.078,25.028,31.383,28.749
2022-06-20 13:12:00,5.213,20.075,25.028,31.383,28.753
2022-06-20 13:22:00,5.215,20.078,25.026,31.384,28.753
2022-06-20 13:32:00,5.213,20.076,25.026,31.384,28.756
2022-06-20 13:42:00,5.208,20.077,25.027,31.385,28.758
2022-06-20 13:52:00,5.215,20.079,25.027,31.384,28.757
2022-06-20 14:02:00,5.211,20.078,25.025,31.384,28.757
2022-06-20 14:12:00,5.213,20.078,25.025,31.383,28.755
2022-06-20 14:22:00,5.211,20.077,25.026,31.384,28.758
2022-06-20 14:32:00,5.211,20.079,25.025,31.386,28.756
2022-06-20 14:42:00,5.214,20.08,25.026,31.384,28.763
2022-06-20 14:52:00,5.214,20.079,25.024,31.386,28.763
2022-06-20 15:02:00,5.202,20.08,25.025,31.385,28.763
2022-06-20 15:12:00,5.214,20.081,25.022,31.384,28.762
2022-06-20 15:22:00,5.21,20.08,25.023,31.383,28.763
2022-06-20 15:32:00,5.207,20.081,25.022,31.383,28.763
2022-06-20 15:42:00,5.208,20.08,25.021,31.383,28.764
2022-06-20 15:52:00,5.198,20.08,25.019,31.384,28.762
2022-06-20 16:02:00,5.192,20.08,25.02,31.383,28.761
2022-06-20 16:12:00,5.199,20.081,25.022,31.384,28.762
2022-06-20 16:22:00,5.183,20.081,25.02,31.382,28.762
2022-06-20 16:32:00,5.199,20.081,25.02,31.382,28.761
2022-06-20 16:42:00,5.185,20.08,25.021,31.382,28.763
2022-06-20 16:52:00,5.202,20.081,25.02,31.385,28.761
2022-06-20 17:02:00,5.202,20.08,25.019,31.384,28.762
2022-06-20 17:12:00,5.204,20.08,25.021,31.384,28.762
2022-06-20 17:22:00,5.202,20.08,25.018,31.384,28.762
2022-06-20 17:32:00,5.202,20.08,25.022,31.383,28.763
2022-06-20 17:42:00,5.202,20.08,25.022,31.383,28.763
2022-06-20 17:52:00,5.202,20.081,25.021,31.383,28.763
2022-06-20 18:02:00,5.204,20.081,25.02,31.383,28.763
2022-06-20 18:12:00,5.204,20.081,25.02,31.384,28.763
2022-06-20 18:22:00,5.206,20.079,25.021,31.384,28.763
2022-06-20 18:32:00,5.206,20.081,25.021,31.383,28.763
2022-06-20 18:42:00,5.206,20.078,25.02,31.383,28.765
2022-06-20 18:52:00,5.208,20.08,25.02,31.383,28.765
2022-06-20 19:02:00,5.206,20.08,25.022,31.383,28.764
2022-06-20 19:12:00,5.208,20.08,25.023,31.384,28.764
2022-06-20 19:22:00,5.203,20.079,25.023,31.384,28.765
2022-06-20 19:32:00,5.203,20.079,25.022,31.385,28.765
2022-06-20 19:42:00,5.205,20.081,25.025,31.385,28.767
2022-06-20 19:52:00,5.208,20.089,25.024,31.386,28.767
2022-06-20 20:02:00,5.201,20.101,25.024,31.386,28.767
2022-06-20 20:12:00,5.198,20.105,25.024,31.385,28.767
2022-06-20 20:22:00,5.186,20.108,25.024,31.392,28.77
2022-06-20 20:32:00,5.189,20.109,25.025,31.39,28.766
2022-06-20 20:42:00,5.191,20.107,25.024,31.392,28.767
2022-06-20 20:52:00,5.191,20.108,25.027,31.391,28.765
2022-06-20 21:02:00,5.189,20.108,25.024,31.392,28.766
2022-06-20 21:12:00,5.187,20.112,25.025,31.393,28.766
2022-06-20 21:22:00,5.189,20.11,25.038,31.392,28.766
2022-06-20 21:32:00,5.194,20.108,25.039,31.39,28.757
2022-06-20 21:42:00,5.208,20.111,25.042,31.391,28.757
2022-06-20 21:52:00,5.21,20.112,25.042,31.392,28.76
2022-06-20 22:02:00,5.211,20.113,25.044,31.392,28.759
2022-06-20 22:12:00,5.211,20.111,25.041,31.392,28.757
2022-06-20 22:22:00,5.211,20.111,25.043,31.389,28.758
2022-06-20 22:32:00,5.211,20.111,25.043,31.389,28.758
2022-06-20 22:42:00,5.211,20.11,25.043,31.389,28.756
2022-06-20 22:52:00,5.211,20.11,25.043,31.392,28.757
2022-06-20 23:02:00,5.213,20.112,25.043,31.392,28.757
2022-06-20 23:12:00,5.213,20.112,25.046,31.389,28.759
2022-06-20 23:22:00,5.213,20.111,25.044,31.392,28.76
2022-06-20 23:32:00,5.213,20.113,25.047,31.391,28.764
2022-06-20 23:42:00,5.214,20.111,25.047,31.391,28.766
2022-06-20 23:52:00,5.214,20.113,25.048,31.392,28.765
2022-06-21 00:02:00,5.214,20.112,25.049,31.391,28.763
2022-06-21 00:12:00,5.213,20.113,25.047,31.393,28.766
2022-06-21 00:22:00,5.209,20.114,25.046,31.394,28.769
2022-06-21 00:32:00,5.201,20.114,25.049,31.397,28.768
2022-06-21 00:42:00,5.199,20.113,25.051,31.397,28.769
2022-06-21 00:52:00,5.206,20.113,25.05,31.395,28.767
2022-06-21 01:02:00,5.205,20.112,25.049,31.395,28.769
2022-06-21 01:12:00,5.208,20.112,25.049,31.397,28.768
2022-06-21 01:22:00,5.205,20.112,25.05,31.398,28.773
2022-06-21 01:32:00,5.21,20.113,25.054,31.398,28.783
2022-06-21 01:42:00,5.21,20.113,25.053,31.397,28.782
2022-06-21 01:52:00,5.21,20.117,25.054,31.432,28.786
2022-06-21 02:02:00,5.21,20.113,25.056,31.436,28.786
2022-06-21 02:12:00,5.212,20.113,25.056,31.436,28.787
2022-06-21 02:22:00,5.212,20.115,25.057,31.436,28.79
2022-06-21 02:32:00,5.212,20.114,25.066,31.437,28.792
2022-06-21 02:42:00,5.212,20.114,25.084,31.437,28.793
2022-06-21 02:52:00,5.211,20.114,25.092,31.438,28.794
2022-06-21 03:02:00,5.211,20.113,25.101,31.442,28.813
2022-06-21 03:12:00,5.211,20.112,25.138,31.445,28.815
2022-06-21 03:22:00,5.211,20.111,25.135,31.446,28.817
2022-06-21 03:32:00,5.211,20.115,25.132,31.446,28.816
2022-06-21 03:42:00,5.211,20.114,25.135,31.446,28.817
2022-06-21 03:52:00,5.215,20.115,25.134,31.472,28.816
2022-06-21 04:02:00,5.21,20.116,25.133,31.474,28.817
2022-06-21 04:12:00,5.215,20.116,25.135,31.472,28.818
2022-06-21 04:22:00,5.214,20.113,25.134,31.472,28.816
2022-06-21 04:32:00,5.214,20.116,25.134,31.472,28.818
2022-06-21 04:42:00,5.214,20.116,25.135,31.472,28.818
2022-06-21 04:52:00,5.215,20.114,25.136,31.471,28.818
2022-06-21 05:02:00,5.215,20.116,25.135,31.471,28.818
2022-06-21 05:12:00,5.213,20.114,25.135,31.472,28.821
2022-06-21 05:22:00,5.215,20.114,25.133,31.471,28.819
2022-06-21 05:32:00,5.215,20.112,25.136,31.474,28.819
2022-06-21 05:42:00,5.215,20.115,25.133,31.474,28.822
2022-06-21 05:52:00,5.211,20.115,25.131,31.475,28.82
2022-06-21 06:02:00,5.215,20.115,25.132,31.472,28.82
2022-06-21 06:12:00,5.213,20.114,25.137,31.472,28.821
2022-06-21 06:22:00,5.211,20.114,25.135,31.471,28.822
2022-06-21 06:32:00,5.213,20.113,25.137,31.468,28.825
2022-06-21 06:42:00,5.214,20.115,25.131,31.471,28.822
2022-06-21 06:52:00,5.214,20.114,25.133,31.468,28.825
2022-06-21 07:02:00,5.21,20.115,25.119,31.462,28.823
2022-06-21 07:12:00,5.213,20.116,25.128,31.459,28.826
2022-06-21 07:22:00,5.214,20.115,25.124,31.458,28.824
2022-06-21 07:32:00,5.214,20.116,25.108,31.457,28.824
2022-06-21 07:42:00,5.21,20.114,25.108,31.454,28.823
2022-06-21 07:52:00,5.211,20.114,25.099,31.454,28.824
2022-06-21 08:02:00,5.211,20.115,25.086,31.453,28.823
2022-06-21 08:12:00,5.172,20.116,25.083,31.452,28.82
2022-06-21 08:22:00,5.173,20.114,25.083,31.44,28.822
2022-06-21 08:32:00,5.171,20.114,25.082,31.423,28.821
2022-06-21 08:42:00,5.189,20.114,25.082,31.426,28.821
2022-06-21 08:52:00,5.203,20.114,25.083,31.424,28.821
2022-06-21 09:02:00,5.199,20.114,25.083,31.421,28.822
2022-06-21 09:12:00,5.191,20.114,25.08,31.415,28.821
2022-06-21 09:22:00,5.187,20.113,25.084,31.414,28.821
2022-06-21 09:32:00,5.181,20.113,25.083,31.405,28.818
2022-06-21 09:42:00,5.175,20.111,25.084,31.404,28.817
2022-06-21 09:52:00,5.179,20.113,25.082,31.402,28.816
2022-06-21 10:02:00,5.111,20.112,25.082,31.394,28.815
2022-06-21 10:12:00,5.111,20.113,25.082,31.399,28.814
2022-06-21 10:22:00,5.114,20.111,25.082,31.394,28.816
2022-06-21 10:32:00,5.087,20.11,25.076,31.393,28.813
2022-06-21 10:42:00,5.061,20.109,25.069,31.392,28.81
2022-06-21 10:52:00,5.034,20.111,25.069,31.389,28.81
2022-06-21 11:02:00,5.037,20.11,25.059,31.389,28.807
2022-06-21 11:12:00,5.026,20.112,25.057,31.387,28.803
2022-06-21 11:22:00,4.964,20.11,25.042,31.389,28.798
2022-06-21 11:32:00,4.962,20.114,25.033,31.386,28.791
2022-06-21 11:42:00,4.934,20.11,25.022,31.387,28.791
2022-06-21 11:52:00,4.954,20.111,25.022,31.388,28.788
2022-06-21 12:02:00,4.936,20.111,25.02,31.387,28.785
2022-06-21 12:12:00,4.87,20.112,25.02,31.386,28.786
2022-06-21 12:22:00,4.861,20.113,25.017,31.386,28.783
2022-06-21 12:32:00,4.863,20.111,25.018,31.386,28.782
2022-06-21 12:42:00,4.828,20.109,25.015,31.378,28.784
2022-06-21 12:52:00,4.828,20.105,25.014,31.375,28.777
2022-06-21 13:02:00,4.82,20.106,25.012,31.377,28.778
2022-06-21 13:12:00,4.809,20.106,25.012,31.377,28.778
2022-06-21 13:22:00,4.804,20.107,25.01,31.373,28.776
2022-06-21 13:32:00,4.809,20.087,25.008,31.369,28.777
2022-06-21 13:42:00,4.776,20.093,25.002,31.368,28.765
2022-06-21 13:52:00,4.767,20.095,25.003,31.371,28.764
2022-06-21 14:02:00,4.769,20.09,25.002,31.361,28.765
2022-06-21 14:12:00,4.711,20.088,24.976,31.286,28.762
2022-06-21 14:22:00,4.636,20.087,24.973,31.279,28.761
2022-06-21 14:32:00,4.634,20.08,24.975,31.281,28.763
2022-06-21 14:42:00,4.637,20.082,24.974,31.279,28.761
2022-06-21 14:52:00,4.638,20.081,24.973,31.279,28.763
2022-06-21 15:02:00,4.636,20.08,24.972,31.281,28.763
2022-06-21 15:12:00,4.638,20.081,24.97,31.278,28.763
2022-06-21 15:22:00,4.64,20.081,24.971,31.278,28.761
2022-06-21 15:32:00,4.637,20.083,24.971,31.28,28.764
2022-06-21 15:42:00,4.636,20.08,24.97,31.277,28.763
2022-06-21 15:52:00,4.638,20.08,24.971,31.279,28.761
2022-06-21 16:02:00,4.638,20.081,24.971,31.279,28.763
2022-06-21 16:12:00,4.638,20.08,24.972,31.279,28.762
2022-06-21 16:22:00,4.638,20.082,24.972,31.28,28.762
2022-06-21 16:32:00,4.638,20.079,24.971,31.28,28.762
2022-06-21 16:42:00,4.638,20.079,24.971,31.279,28.763
2022-06-21 16:52:00,4.638,20.079,24.972,31.278,28.764
2022-06-21 17:02:00,4.638,20.079,24.97,31.281,28.764
2022-06-21 17:12:00,4.638,20.079,24.971,31.28,28.763
2022-06-21 17:22:00,4.637,20.081,24.97,31.279,28.762
2022-06-21 17:32:00,4.635,20.08,24.971,31.281,28.764
2022-06-21 17:42:00,4.64,20.081,24.971,31.279,28.763
2022-06-21 17:52:00,4.638,20.081,24.971,31.28,28.763
2022-06-21 18:02:00,4.635,20.082,24.972,31.28,28.763
2022-06-21 18:12:00,4.638,20.081,24.973,31.281,28.764
2022-06-21 18:22:00,4.638,20.081,24.975,31.281,28.765
2022-06-21 18:32:00,4.636,20.081,24.974,31.282,28.763
2022-06-21 18:42:00,4.638,20.082,24.975,31.282,28.765
2022-06-21 18:52:00,4.638,20.081,24.977,31.283,28.764
2022-06-21 19:02:00,4.639,20.08,24.977,31.285,28.765
2022-06-21 19:12:00,4.639,20.079,24.977,31.283,28.763
2022-06-21 19:22:00,4.638,20.082,24.982,31.286,28.763
2022-06-21 19:32:00,4.638,20.081,24.983,31.288,28.763
2022-06-21 19:42:00,4.638,20.081,24.987,31.287,28.763
2022-06-21 19:52:00,4.638,20.081,24.993,31.29,28.764
2022-06-21 20:02:00,4.64,20.079,24.992,31.291,28.764
2022-06-21 20:12:00,4.64,20.081,24.995,31.289,28.764
2022-06-21 20:22:00,4.637,20.079,24.998,31.294,28.764
2022-06-21 20:32:00,4.641,20.081,24.999,31.297,28.762
2022-06-21 20:42:00,4.641,20.081,25,31.305,28.762
2022-06-21 20:52:00,4.641,20.08,25,31.304,28.761
2022-06-21 21:02:00,4.64,20.081,24.999,31.311,28.76
2022-06-21 21:12:00,4.64,20.08,24.999,31.33,28.763
2022-06-21 21:22:00,4.642,20.082,24.999,31.341,28.761
2022-06-21 21:32:00,4.642,20.079,25,31.349,28.763
2022-06-21 21:42:00,4.642,20.08,25.001,31.36,28.762
2022-06-21 21:52:00,4.644,20.081,25.004,31.365,28.761
2022-06-21 22:02:00,4.644,20.081,25.002,31.369,28.762
2022-06-21 22:12:00,4.643,20.081,25.006,31.37,28.763
2022-06-21 22:22:00,4.643,20.083,25.008,31.372,28.761
2022-06-21 22:32:00,4.641,20.081,25.008,31.372,28.761
2022-06-21 22:42:00,4.641,20.084,25.008,31.372,28.763
2022-06-21 22:52:00,4.641,20.08,25.008,31.372,28.76
2022-06-21 23:02:00,4.631,20.08,25.007,31.368,28.761
2022-06-21 23:12:00,4.631,20.079,25.006,31.368,28.76
2022-06-21 23:22:00,4.633,20.081,25.006,31.367,28.761
2022-06-21 23:32:00,4.631,20.083,25.004,31.366,28.762
2022-06-21 23:42:00,4.632,20.083,25.005,31.368,28.764
2022-06-21 23:52:00,4.634,20.086,25.004,31.366,28.765
2022-06-22 00:02:00,4.634,20.087,25.003,31.368,28.762
2022-06-22 00:12:00,4.636,20.09,25.005,31.367,28.763
2022-06-22 00:22:00,4.643,20.091,25.005,31.37,28.765
2022-06-22 00:32:00,4.669,20.095,25.004,31.368,28.764
2022-06-22 00:42:00,4.673,20.096,25.008,31.368,28.765
2022-06-22 00:52:00,4.671,20.097,25.008,31.368,28.765
2022-06-22 01:02:00,4.673,20.099,25.009,31.37,28.764
2022-06-22 01:12:00,4.673,20.099,25.009,31.37,28.766
2022-06-22 01:22:00,4.687,20.1,25.009,31.371,28.77
2022-06-22 01:32:00,4.689,20.104,25.014,31.373,28.769
2022-06-22 01:42:00,4.715,20.101,25.015,31.374,28.77
2022-06-22 01:52:00,4.717,20.105,25.016,31.389,28.774
2022-06-22 02:02:00,4.741,20.104,25.02,31.39,28.78
2022-06-22 02:12:00,4.738,20.107,25.021,31.391,28.78
2022-06-22 02:22:00,4.733,20.108,25.021,31.39,28.78
2022-06-22 02:32:00,4.733,20.109,25.023,31.39,28.782
2022-06-22 02:42:00,4.738,20.107,25.023,31.39,28.781
2022-06-22 02:52:00,4.743,20.109,25.025,31.39,28.782
2022-06-22 03:02:00,4.745,20.11,25.026,31.387,28.784
2022-06-22 03:12:00,4.74,20.11,25.027,31.387,28.785
2022-06-22 03:22:00,4.751,20.109,25.031,31.389,28.785
2022-06-22 03:32:00,4.749,20.109,25.03,31.386,28.785
2022-06-22 03:42:00,4.751,20.11,25.032,31.389,28.785
2022-06-22 03:52:00,4.751,20.111,25.033,31.387,28.785
2022-06-22 04:02:00,4.758,20.111,25.033,31.386,28.786
2022-06-22 04:12:00,4.756,20.109,25.035,31.388,28.786
2022-06-22 04:22:00,4.761,20.111,25.032,31.389,28.785
2022-06-22 04:32:00,4.761,20.111,25.032,31.389,28.785
2022-06-22 04:42:00,4.763,20.111,25.034,31.388,28.785
2022-06-22 04:52:00,4.76,20.11,25.034,31.386,28.784
2022-06-22 05:02:00,4.76,20.111,25.031,31.388,28.785
2022-06-22 05:12:00,4.76,20.111,25.03,31.389,28.787
2022-06-22 05:22:00,4.76,20.111,25.029,31.388,28.785
2022-06-22 05:32:00,4.758,20.11,25.029,31.389,28.784
2022-06-22 05:42:00,4.76,20.108,25.029,31.389,28.784
2022-06-22 05:52:00,4.755,20.108,25.028,31.388,28.786
2022-06-22 06:02:00,4.755,20.108,25.026,31.389,28.783
2022-06-22 06:12:00,4.753,20.11,25.025,31.389,28.785
2022-06-22 06:22:00,4.75,20.106,25.025,31.389,28.786
2022-06-22 06:32:00,4.731,20.106,25.025,31.388,28.786
2022-06-22 06:42:00,4.734,20.108,25.024,31.389,28.784
2022-06-22 06:52:00,4.732,20.106,25.024,31.389,28.784
2022-06-22 07:02:00,4.736,20.106,25.024,31.39,28.784
2022-06-22 07:12:00,4.729,20.107,25.024,31.389,28.784
2022-06-22 07:22:00,4.73,20.106,25.021,31.39,28.785
2022-06-22 07:32:00,4.751,20.108,25.018,31.388,28.786
2022-06-22 07:42:00,4.733,20.108,25.019,31.388,28.786
2022-06-22 07:52:00,4.734,20.109,25.018,31.387,28.787
2022-06-22 08:02:00,4.73,20.108,25.018,31.385,28.787
2022-06-22 08:12:00,4.73,20.107,25.016,31.386,28.786
2022-06-22 08:22:00,4.733,20.109,25.017,31.387,28.787
2022-06-22 08:32:00,4.738,20.106,25.018,31.384,28.784
2022-06-22 08:42:00,4.722,20.107,25.015,31.385,28.785
2022-06-22 08:52:00,4.722,20.11,25.016,31.385,28.782
2022-06-22 09:02:00,4.716,20.105,25.014,31.384,28.781
2022-06-22 09:12:00,4.716,20.105,25.014,31.384,28.782
2022-06-22 09:22:00,4.726,20.108,25.011,31.376,28.778
2022-06-22 09:32:00,4.726,20.105,25.013,31.377,28.777
2022-06-22 09:42:00,4.723,20.106,25.014,31.374,28.775
2022-06-22 09:52:00,4.721,20.105,25.014,31.371,28.778
2022-06-22 10:02:00,4.729,20.104,25.016,31.371,28.775
2022-06-22 10:12:00,4.723,20.105,25.014,31.37,28.776
2022-06-22 10:22:00,4.712,20.105,25.01,31.347,28.766
2022-06-22 10:32:00,4.713,20.105,25.008,31.31,28.766
2022-06-22 10:42:00,4.698,20.092,25.008,31.292,28.762
2022-06-22 10:52:00,4.685,20.094,25.004,31.292,28.762
2022-06-22 11:02:00,4.625,20.091,24.981,31.282,28.764
2022-06-22 11:12:00,4.618,20.092,24.978,31.281,28.764
2022-06-22 11:22:00,4.617,20.088,24.979,31.259,28.759
2022-06-22 11:32:00,4.62,20.089,24.976,31.256,28.76
2022-06-22 11:42:00,4.618,20.091,24.964,31.249,28.761
2022-06-22 11:52:00,4.644,20.088,24.966,31.236,28.762
2022-06-22 12:02:00,4.657,20.088,24.966,31.235,28.758
2022-06-22 12:12:00,4.676,20.088,24.966,31.227,28.747
2022-06-22 12:22:00,4.615,20.086,24.962,31.223,28.72
2022-06-22 12:32:00,4.615,20.084,24.965,31.224,28.718
2022-06-22 12:42:00,4.611,20.084,24.945,31.222,28.726
2022-06-22 12:52:00,4.622,20.081,24.933,31.219,28.683
2022-06-22 13:02:00,4.615,20.08,24.931,31.202,28.673
2022-06-22 13:12:00,4.601,20.083,24.929,31.202,28.671
2022-06-22 13:22:00,4.594,20.081,24.929,31.201,28.663
2022-06-22 13:32:00,4.575,20.064,24.923,31.196,28.654
2022-06-22 13:42:00,4.575,20.056,24.904,31.196,28.611
2022-06-22 13:52:00,4.526,20.055,24.903,31.195,28.613
2022-06-22 14:02:00,4.432,20.057,24.893,31.183,28.606
2022-06-22 14:12:00,4.415,20.055,24.895,31.182,28.593
2022-06-22 14:22:00,4.418,20.055,24.893,31.179,28.59
2022-06-22 14:32:00,4.423,20.051,24.893,31.178,28.591
2022-06-22 14:42:00,4.421,20.05,24.888,31.167,28.591
2022-06-22 14:52:00,4.419,20.049,24.882,31.166,28.586
2022-06-22 15:02:00,4.431,20.049,24.883,31.14,28.586
2022-06-22 15:12:00,4.431,20.049,24.882,31.141,28.587
2022-06-22 15:22:00,4.42,20.053,24.882,31.123,28.587
2022-06-22 15:32:00,4.422,20.051,24.88,31.123,28.584
2022-06-22 15:42:00,4.419,20.049,24.877,31.123,28.587
2022-06-22 15:52:00,4.423,20.048,24.873,31.122,28.585
2022-06-22 16:02:00,4.422,20.049,24.873,31.122,28.586
2022-06-22 16:12:00,4.42,20.046,24.873,31.125,28.585
2022-06-22 16:22:00,4.429,20.047,24.875,31.122,28.585
2022-06-22 16:32:00,4.429,20.048,24.873,31.123,28.584
2022-06-22 16:42:00,4.426,20.049,24.874,31.124,28.586
2022-06-22 16:52:00,4.42,20.048,24.875,31.123,28.587
2022-06-22 17:02:00,4.425,20.047,24.874,31.123,28.585
2022-06-22 17:12:00,4.422,20.047,24.877,31.121,28.585
2022-06-22 17:22:00,4.424,20.045,24.875,31.121,28.587
2022-06-22 17:32:00,4.424,20.047,24.875,31.123,28.589
2022-06-22 17:42:00,4.424,20.048,24.875,31.121,28.586
2022-06-22 17:52:00,4.424,20.047,24.876,31.124,28.585
2022-06-22 18:02:00,4.426,20.045,24.875,31.124,28.587
2022-06-22 18:12:00,4.426,20.046,24.877,31.124,28.586
2022-06-22 18:22:00,4.426,20.046,24.875,31.125,28.589
2022-06-22 18:32:00,4.428,20.048,24.877,31.125,28.587
2022-06-22 18:42:00,4.426,20.047,24.877,31.126,28.588
2022-06-22 18:52:00,4.426,20.046,24.877,31.129,28.588
2022-06-22 19:02:00,4.428,20.047,24.88,31.128,28.589
2022-06-22 19:12:00,4.425,20.048,24.881,31.129,28.591
2022-06-22 19:22:00,4.425,20.046,24.881,31.134,28.591
2022-06-22 19:32:00,4.423,20.048,24.88,31.136,28.592
2022-06-22 19:42:00,4.422,20.049,24.88,31.139,28.592
2022-06-22 19:52:00,4.422,20.046,24.881,31.14,28.594
2022-06-22 20:02:00,4.426,20.046,24.883,31.141,28.597
2022-06-22 20:12:00,4.433,20.047,24.881,31.146,28.594
2022-06-22 20:22:00,4.428,20.047,24.882,31.147,28.594
