"time","Fs_542","Fs_544","Fs_560","Fs_389","Fs_483","Fs_481","Fs_18","Fs_405","Fs_51","Fs_2","Fs_475","Fs_357","Fs_7","Fs_130","Fs_208"
2022-06-19 22:06:00,21.624,29.674,7.052,26.227,22.576,20.488,20.112,22.56,16.24,13.011,24.896,21.091,20.632,24.162,20.707
2022-06-19 22:16:00,21.624,29.674,7.052,26.227,22.576,20.488,20.112,22.56,16.24,13.011,24.896,21.14,20.63,24.162,20.709
2022-06-19 22:26:00,21.624,29.674,7.052,26.227,22.577,20.521,20.121,22.595,16.239,13.018,24.909,21.139,20.634,24.165,20.713
2022-06-19 22:36:00,21.623,29.674,7.054,26.227,22.584,20.523,20.124,22.601,16.234,13.02,24.919,21.138,20.646,24.166,20.713
2022-06-19 22:46:00,21.618,29.669,7.058,26.23,22.588,20.522,20.126,22.603,16.234,13.019,24.92,21.14,20.668,24.168,20.73
2022-06-19 22:56:00,21.622,29.67,7.06,26.232,22.598,20.522,20.131,22.606,16.233,13.022,24.922,21.141,20.665,24.169,20.747
2022-06-19 23:06:00,21.621,29.695,7.059,26.234,22.601,20.522,20.138,22.608,16.235,13.021,24.919,21.141,20.656,24.166,20.748
2022-06-19 23:16:00,21.62,29.736,7.063,26.236,22.603,20.524,20.136,22.606,16.236,13.022,24.921,21.146,20.652,24.187,20.756
2022-06-19 23:26:00,21.62,29.737,7.064,26.24,22.615,20.533,20.137,22.65,16.234,13.021,24.921,21.147,20.648,24.187,20.746
2022-06-19 23:36:00,21.656,29.741,7.063,26.241,22.622,20.538,20.139,22.648,16.237,13.022,24.92,21.149,20.64,24.207,20.737
2022-06-19 23:46:00,21.656,29.758,7.103,26.243,22.622,20.545,20.147,22.656,16.26,13.021,24.939,21.148,20.631,24.206,20.737
2022-06-19 23:56:00,21.658,29.771,7.105,26.287,22.623,20.555,20.157,22.674,16.261,13.02,24.94,21.149,20.613,24.21,20.737
2022-06-20 00:06:00,21.66,29.804,7.104,26.289,22.621,20.568,20.157,22.677,16.261,13.033,24.94,21.162,20.643,24.213,20.741
2022-06-20 00:16:00,21.683,29.802,7.104,26.29,22.624,20.609,20.16,22.668,16.264,13.033,24.938,21.163,20.643,24.214,20.742
2022-06-20 00:26:00,21.684,29.801,7.105,26.293,22.623,20.608,20.16,22.669,16.262,13.035,24.941,21.162,20.64,24.218,20.74
2022-06-20 00:36:00,21.683,29.799,7.105,26.295,22.622,20.609,20.162,22.668,16.266,13.041,24.943,21.165,20.642,24.221,20.743
2022-06-20 00:46:00,21.691,29.799,7.104,26.297,22.622,20.609,20.158,22.669,16.267,13.04,24.942,21.165,20.643,24.226,20.736
2022-06-20 00:56:00,21.692,29.799,7.106,26.298,22.621,20.608,20.162,22.671,16.279,13.039,24.944,21.166,20.644,24.229,20.734
2022-06-20 01:06:00,21.689,29.802,7.108,26.301,22.624,20.609,20.16,22.674,16.281,13.05,24.967,21.173,20.626,24.246,20.746
2022-06-20 01:16:00,21.685,29.867,7.103,26.306,22.628,20.608,20.161,22.683,16.28,13.053,24.976,21.177,20.63,24.268,20.744
2022-06-20 01:26:00,21.682,29.859,7.102,26.314,22.627,20.607,20.162,22.721,16.284,13.057,25.009,21.208,20.642,24.276,20.754
2022-06-20 01:36:00,21.677,29.845,7.109,26.343,22.629,20.609,20.167,22.719,16.289,13.058,25.013,21.275,20.67,24.307,20.756
2022-06-20 01:46:00,21.688,29.849,7.089,26.357,22.632,20.608,20.172,22.749,16.335,13.061,25.051,21.28,20.675,24.324,20.76
2022-06-20 01:56:00,21.692,29.89,7.091,26.38,22.633,20.608,20.172,22.774,16.339,13.066,25.052,21.281,20.68,24.325,20.759
2022-06-20 02:06:00,21.692,29.89,7.091,26.38,22.633,20.608,20.173,22.774,16.341,13.064,25.053,21.284,20.68,24.327,20.762
2022-06-20 02:16:00,21.694,29.924,7.094,26.379,22.635,20.609,20.173,22.773,16.341,13.067,25.055,21.288,20.678,24.339,20.783
2022-06-20 02:26:00,21.694,29.972,7.093,26.38,22.635,20.611,20.172,22.773,16.338,13.065,25.061,21.288,20.684,24.339,20.793
2022-06-20 02:36:00,21.697,29.972,7.092,26.381,22.635,20.615,20.172,22.775,16.342,13.07,25.065,21.291,20.684,24.343,20.795
2022-06-20 02:46:00,21.697,29.971,7.094,26.381,22.63,20.616,20.175,22.774,16.342,13.066,25.067,21.291,20.684,24.342,20.795
2022-06-20 02:56:00,21.698,29.973,7.093,26.383,22.63,20.618,20.172,22.774,16.338,13.066,25.071,21.293,20.685,24.343,20.801
2022-06-20 03:06:00,21.705,29.971,7.09,26.384,22.627,20.622,20.166,22.774,16.339,13.065,25.073,21.294,20.689,24.347,20.802
2022-06-20 03:16:00,21.705,29.97,7.092,26.385,22.628,20.622,20.166,22.776,16.342,13.064,25.072,21.294,20.693,24.349,20.8
2022-06-20 03:26:00,21.71,29.971,7.093,26.384,22.629,20.622,20.167,22.775,16.34,13.065,25.075,21.295,20.696,24.389,20.827
2022-06-20 03:36:00,21.715,29.969,7.095,26.387,22.632,20.621,20.165,22.775,16.342,13.064,25.183,21.6,20.84,24.492,20.895
2022-06-20 03:46:00,21.854,30.169,7.333,26.525,22.795,20.891,20.298,23.069,16.733,13.16,25.32,21.591,20.841,24.494,20.894
2022-06-20 03:56:00,21.854,30.172,7.335,26.743,22.797,20.894,20.297,23.065,16.723,13.16,25.322,21.595,20.842,24.493,20.893
2022-06-20 04:06:00,21.859,30.168,7.335,26.748,22.797,20.895,20.297,23.062,16.724,13.16,25.322,21.596,20.843,24.491,20.896
2022-06-20 04:16:00,21.866,30.191,7.336,26.75,22.796,20.895,20.302,23.063,16.724,13.159,25.32,21.596,20.844,24.493,20.904
2022-06-20 04:26:00,21.864,30.192,7.334,26.752,22.797,20.895,20.304,23.062,16.722,13.163,25.323,21.599,20.842,24.49,20.936
2022-06-20 04:36:00,21.863,30.171,7.335,26.751,22.797,20.896,20.302,23.062,16.725,13.161,25.321,21.597,20.844,24.492,20.96
2022-06-20 04:46:00,21.861,30.174,7.334,26.755,22.797,20.896,20.3,23.063,16.723,13.162,25.323,21.598,20.843,24.495,20.968
2022-06-20 04:56:00,21.863,30.171,7.336,26.761,22.797,20.893,20.296,23.063,16.724,13.163,25.321,21.601,20.843,24.498,20.966
2022-06-20 05:06:00,21.862,30.171,7.335,26.764,22.797,20.894,20.288,23.065,16.723,13.162,25.32,21.601,20.845,24.502,21.005
2022-06-20 05:16:00,21.87,30.192,7.337,26.768,22.798,20.893,20.277,23.069,16.729,13.162,25.323,21.604,20.844,24.503,21.007
2022-06-20 05:26:00,21.869,30.215,7.337,26.771,22.797,20.894,20.276,23.078,16.731,13.163,25.322,21.605,20.843,24.508,21.008
2022-06-20 05:36:00,21.869,30.218,7.339,26.769,22.798,20.895,20.275,23.079,16.729,13.162,25.324,21.604,20.847,24.515,21.017
2022-06-20 05:46:00,21.872,30.225,7.339,26.77,22.8,20.896,20.276,23.083,16.73,13.162,25.324,21.605,20.848,24.521,21.022
2022-06-20 05:56:00,21.881,30.243,7.341,26.771,22.799,20.895,20.277,23.082,16.732,13.161,25.323,21.607,20.848,24.525,21.031
2022-06-20 06:06:00,21.885,30.244,7.338,26.771,22.798,20.895,20.277,23.082,16.732,13.161,25.325,21.608,20.854,24.526,21.032
2022-06-20 06:16:00,21.89,30.25,7.34,26.77,22.799,20.895,20.276,23.082,16.735,13.16,25.325,21.609,20.863,24.524,21.037
2022-06-20 06:26:00,21.889,30.249,7.345,26.771,22.798,20.902,20.277,23.083,16.734,13.164,25.324,21.61,20.903,24.523,21.043
2022-06-20 06:36:00,21.896,30.255,7.344,26.77,22.797,20.908,20.285,23.082,16.738,13.168,25.325,21.607,20.904,24.526,21.045
2022-06-20 06:46:00,21.902,30.259,7.344,26.77,22.8,20.911,20.294,23.083,16.737,13.17,25.326,21.606,20.902,24.525,21.05
2022-06-20 06:56:00,21.91,30.258,7.345,26.772,22.799,20.913,20.316,23.084,16.742,13.174,25.33,21.606,20.906,24.525,21.059
2022-06-20 07:06:00,21.951,30.26,7.345,26.769,22.799,20.913,20.329,23.083,16.742,13.174,25.329,21.607,20.913,24.528,21.065
2022-06-20 07:16:00,21.949,30.267,7.344,26.773,22.799,20.912,20.327,23.082,16.743,13.183,25.331,21.609,20.918,24.529,21.077
2022-06-20 07:26:00,21.945,30.266,7.344,26.771,22.801,20.914,20.328,23.084,16.743,13.187,25.331,21.609,20.922,24.528,21.093
2022-06-20 07:36:00,21.945,30.264,7.344,26.772,22.802,20.914,20.331,23.083,16.742,13.189,25.333,21.608,20.923,24.527,21.096
2022-06-20 07:46:00,21.973,30.268,7.346,26.771,22.804,20.913,20.334,23.083,16.741,13.193,25.332,21.61,20.923,24.529,21.107
2022-06-20 07:56:00,21.981,30.266,7.346,26.772,22.8,20.912,20.336,23.081,16.745,13.191,25.333,21.618,20.919,24.543,21.112
2022-06-20 08:06:00,21.985,30.271,7.345,26.771,22.804,20.914,20.338,23.077,16.745,13.195,25.345,21.622,20.922,24.55,21.124
2022-06-20 08:16:00,21.98,30.269,7.343,26.775,22.807,20.939,20.331,23.073,16.748,13.195,25.347,21.622,20.926,24.549,21.128
2022-06-20 08:26:00,21.989,30.27,7.345,26.773,22.808,20.942,20.338,23.073,16.746,13.193,25.368,21.624,20.925,24.556,21.113
2022-06-20 08:36:00,21.988,30.269,7.345,26.774,22.81,20.941,20.339,23.075,16.747,13.197,25.368,21.627,20.927,24.549,21.115
2022-06-20 08:46:00,21.985,30.277,7.347,26.778,22.811,20.943,20.338,23.074,16.746,13.196,25.39,21.635,20.944,24.546,21.115
2022-06-20 08:56:00,21.987,30.317,7.354,26.779,22.811,20.938,20.331,23.075,16.746,13.201,25.386,21.65,21.009,24.548,21.112
2022-06-20 09:06:00,21.984,30.319,7.36,26.784,22.817,20.942,20.328,23.085,16.752,13.205,25.388,21.653,21.013,24.553,21.111
2022-06-20 09:16:00,21.987,30.318,7.374,26.785,22.82,20.947,20.326,23.087,16.756,13.204,25.385,21.656,21.013,24.554,21.108
2022-06-20 09:26:00,21.987,30.318,7.374,26.785,22.82,20.947,20.328,23.086,16.758,13.206,25.388,21.66,20.994,24.574,21.106
2022-06-20 09:36:00,21.994,30.315,7.374,26.793,22.819,20.954,20.329,23.084,16.762,13.212,25.386,21.661,21,24.575,21.106
2022-06-20 09:46:00,21.996,30.314,7.378,26.793,22.82,20.951,20.329,23.088,16.766,13.216,25.389,21.667,21.002,24.614,21.115
2022-06-20 09:56:00,22.004,30.35,7.39,26.795,22.826,20.967,20.333,23.091,16.783,13.227,25.385,21.669,21.034,24.622,21.116
2022-06-20 10:06:00,22.008,30.372,7.411,26.821,22.83,20.995,20.342,23.114,16.796,13.229,25.384,21.67,21.037,24.618,21.115
2022-06-20 10:16:00,22.01,30.373,7.41,26.823,22.828,20.995,20.341,23.116,16.795,13.229,25.388,21.672,21.048,24.622,21.115
2022-06-20 10:26:00,22.009,30.395,7.41,26.829,22.829,20.998,20.343,23.115,16.799,13.233,25.395,21.673,21.053,24.626,21.126
2022-06-20 10:36:00,22.01,30.427,7.41,26.83,22.828,20.993,20.344,23.114,16.799,13.232,25.398,21.675,21.054,24.63,21.131
2022-06-20 10:46:00,22.01,30.428,7.412,26.831,22.828,20.994,20.341,23.116,16.8,13.234,25.404,21.674,21.055,24.635,21.143
2022-06-20 10:56:00,22.011,30.421,7.409,26.833,22.83,20.989,20.348,23.115,16.802,13.236,25.406,21.675,21.056,24.666,21.18
2022-06-20 11:06:00,22.015,30.416,7.411,26.834,22.829,20.989,20.361,23.114,16.808,13.245,25.41,21.711,21.086,24.676,21.18
2022-06-20 11:16:00,22.014,30.422,7.416,26.844,22.832,20.986,20.385,23.109,16.813,13.251,25.453,21.713,21.083,24.687,21.194
2022-06-20 11:26:00,22.018,30.419,7.42,26.858,22.833,20.981,20.398,23.128,16.824,13.269,25.464,21.721,21.09,24.69,21.198
2022-06-20 11:36:00,22.025,30.416,7.427,26.888,22.835,20.986,20.404,23.142,16.826,13.271,25.47,21.722,21.094,24.69,21.194
2022-06-20 11:46:00,22.028,30.42,7.427,26.889,22.835,20.985,20.409,23.145,16.827,13.272,25.469,21.721,21.091,24.688,21.196
2022-06-20 11:56:00,22.028,30.42,7.427,26.889,22.835,20.985,20.409,23.145,16.827,13.272,25.469,21.721,21.091,24.688,21.199
2022-06-20 12:06:00,22.041,30.421,7.43,26.892,22.833,20.985,20.409,23.143,16.825,13.271,25.475,21.728,21.114,24.696,21.202
2022-06-20 12:16:00,22.053,30.433,7.437,26.894,22.835,20.987,20.414,23.144,16.827,13.273,25.477,21.735,21.111,24.694,21.191
2022-06-20 12:26:00,22.064,30.436,7.436,26.894,22.849,21.018,20.418,23.145,16.826,13.275,25.486,21.738,21.112,24.694,21.183
2022-06-20 12:36:00,22.067,30.439,7.438,26.895,22.846,21.017,20.417,23.148,16.828,13.275,25.485,21.738,21.118,24.695,21.19
2022-06-20 12:46:00,22.07,30.445,7.44,26.894,22.844,21.021,20.418,23.149,16.828,13.275,25.484,21.74,21.117,24.695,21.189
2022-06-20 12:56:00,22.071,30.452,7.442,26.896,22.848,21.02,20.417,23.153,16.827,13.274,25.485,21.74,21.119,24.699,21.191
2022-06-20 13:06:00,22.074,30.45,7.44,26.895,22.852,21.023,20.415,23.168,16.827,13.276,25.485,21.74,21.122,24.696,21.191
2022-06-20 13:16:00,22.075,30.458,7.442,26.895,22.85,21.023,20.415,23.17,16.827,13.274,25.487,21.738,21.123,24.696,21.192
2022-06-20 13:26:00,22.075,30.461,7.442,26.895,22.848,21.034,20.415,23.169,16.827,13.274,25.484,21.74,21.123,24.697,21.192
2022-06-20 13:36:00,22.074,30.462,7.442,26.895,22.853,21.06,20.413,23.172,16.829,13.275,25.483,21.741,21.124,24.694,21.193
2022-06-20 13:46:00,22.074,30.458,7.44,26.893,22.855,21.063,20.412,23.172,16.828,13.273,25.485,21.739,21.124,24.697,21.191
2022-06-20 13:56:00,22.072,30.454,7.443,26.896,22.857,21.077,20.416,23.168,16.828,13.273,25.485,21.739,21.124,24.697,21.192
2022-06-20 14:06:00,22.073,30.454,7.441,26.892,22.856,21.076,20.415,23.168,16.828,13.276,25.484,21.738,21.125,24.698,21.193
2022-06-20 14:16:00,22.072,30.454,7.441,26.892,22.856,21.076,20.413,23.168,16.829,13.276,25.486,21.738,21.123,24.698,21.195
2022-06-20 14:26:00,22.072,30.45,7.439,26.892,22.856,21.076,20.414,23.167,16.827,13.276,25.484,21.738,21.126,24.696,21.195
2022-06-20 14:36:00,22.072,30.452,7.441,26.89,22.856,21.074,20.415,23.17,16.829,13.277,25.486,21.739,21.124,24.695,21.194
2022-06-20 14:46:00,22.071,30.449,7.442,26.89,22.86,21.075,20.413,23.168,16.83,13.275,25.485,21.738,21.125,24.695,21.194
2022-06-20 14:56:00,22.074,30.447,7.444,26.89,22.857,21.076,20.415,23.169,16.828,13.275,25.485,21.738,21.127,24.696,21.193
2022-06-20 15:06:00,22.072,30.446,7.442,26.888,22.858,21.076,20.416,23.167,16.829,13.275,25.483,21.736,21.126,24.694,21.195
2022-06-20 15:16:00,22.072,30.445,7.442,26.889,22.857,21.075,20.414,23.161,16.83,13.276,25.486,21.739,21.122,24.693,21.194
2022-06-20 15:26:00,22.075,30.446,7.441,26.883,22.857,21.076,20.416,23.158,16.828,13.276,25.484,21.737,21.127,24.694,21.194
2022-06-20 15:36:00,22.074,30.44,7.441,26.881,22.857,21.076,20.414,23.154,16.826,13.275,25.484,21.738,21.126,24.692,21.193
2022-06-20 15:46:00,22.073,30.439,7.439,26.879,22.854,21.075,20.415,23.15,16.828,13.277,25.483,21.739,21.125,24.693,21.194
2022-06-20 15:56:00,22.076,30.44,7.437,26.878,22.855,21.074,20.416,23.149,16.827,13.276,25.484,21.738,21.125,24.694,21.192
2022-06-20 16:06:00,22.074,30.439,7.433,26.879,22.856,21.075,20.417,23.147,16.825,13.276,25.482,21.736,21.124,24.691,21.193
2022-06-20 16:16:00,22.074,30.44,7.433,26.875,22.855,21.076,20.416,23.146,16.823,13.274,25.483,21.737,21.12,24.694,21.192
2022-06-20 16:26:00,22.075,30.44,7.434,26.876,22.855,21.07,20.417,23.147,16.826,13.275,25.482,21.736,21.125,24.691,21.192
2022-06-20 16:36:00,22.074,30.442,7.434,26.874,22.855,21.072,20.418,23.147,16.826,13.275,25.482,21.738,21.123,24.693,21.193
2022-06-20 16:46:00,22.074,30.441,7.432,26.874,22.854,21.073,20.416,23.146,16.825,13.277,25.482,21.737,21.126,24.693,21.193
2022-06-20 16:56:00,22.074,30.442,7.434,26.873,22.859,21.073,20.417,23.149,16.827,13.275,25.482,21.739,21.123,24.695,21.193
2022-06-20 17:06:00,22.076,30.442,7.434,26.875,22.859,21.071,20.419,23.147,16.829,13.275,25.48,21.737,21.123,24.692,21.193
2022-06-20 17:16:00,22.075,30.441,7.434,26.879,22.856,21.072,20.418,23.148,16.826,13.275,25.481,21.738,21.122,24.692,21.193
2022-06-20 17:26:00,22.074,30.441,7.431,26.877,22.858,21.072,20.417,23.147,16.826,13.274,25.481,21.738,21.125,24.694,21.193
2022-06-20 17:36:00,22.074,30.44,7.433,26.877,22.858,21.072,20.417,23.148,16.826,13.274,25.482,21.737,21.125,24.694,21.194
2022-06-20 17:46:00,22.074,30.442,7.433,26.877,22.859,21.072,20.417,23.148,16.826,13.274,25.481,21.737,21.122,24.694,21.194
2022-06-20 17:56:00,22.074,30.44,7.435,26.874,22.858,21.073,20.419,23.146,16.826,13.274,25.481,21.737,21.12,24.691,21.194
2022-06-20 18:06:00,22.072,30.44,7.433,26.877,22.859,21.073,20.417,23.148,16.826,13.276,25.481,21.737,21.12,24.695,21.197
2022-06-20 18:16:00,22.074,30.441,7.435,26.878,22.859,21.073,20.417,23.151,16.829,13.276,25.481,21.737,21.122,24.691,21.198
2022-06-20 18:26:00,22.076,30.441,7.433,26.877,22.859,21.073,20.417,23.153,16.829,13.275,25.481,21.737,21.12,24.693,21.199
2022-06-20 18:36:00,22.074,30.446,7.433,26.878,22.859,21.075,20.416,23.153,16.829,13.275,25.482,21.735,21.122,24.693,21.199
2022-06-20 18:46:00,22.074,30.447,7.435,26.878,22.859,21.075,20.416,23.156,16.829,13.275,25.482,21.735,21.124,24.694,21.197
2022-06-20 18:56:00,22.075,30.452,7.435,26.878,22.86,21.072,20.417,23.158,16.828,13.275,25.482,21.734,21.124,24.694,21.197
2022-06-20 19:06:00,22.075,30.452,7.435,26.878,22.86,21.072,20.417,23.158,16.828,13.275,25.482,21.734,21.124,24.694,21.199
2022-06-20 19:16:00,22.072,30.458,7.435,26.882,22.859,21.076,20.417,23.162,16.828,13.274,25.481,21.736,21.121,24.696,21.201
2022-06-20 19:26:00,22.073,30.462,7.439,26.884,22.859,21.076,20.417,23.173,16.83,13.274,25.485,21.737,21.121,24.696,21.201
2022-06-20 19:36:00,22.073,30.464,7.439,26.886,22.859,21.076,20.416,23.186,16.828,13.274,25.485,21.735,21.123,24.697,21.201
2022-06-20 19:46:00,22.075,30.461,7.439,26.888,22.861,21.079,20.416,23.23,16.832,13.273,25.486,21.734,21.128,24.697,21.2
2022-06-20 19:56:00,22.075,30.459,7.439,26.888,22.863,21.075,20.417,23.24,16.832,13.272,25.493,21.739,21.128,24.699,21.2
2022-06-20 20:06:00,22.075,30.459,7.441,26.89,22.863,21.077,20.415,23.243,16.832,13.273,25.502,21.736,21.13,24.706,21.2
2022-06-20 20:16:00,22.075,30.459,7.441,26.894,22.862,21.077,20.415,23.243,16.834,13.271,25.537,21.737,21.133,24.708,21.201
2022-06-20 20:26:00,22.074,30.455,7.448,26.892,22.867,21.081,20.417,23.245,16.841,13.273,25.541,21.737,21.139,24.709,21.199
2022-06-20 20:36:00,22.073,30.454,7.444,26.895,22.867,21.083,20.417,23.248,16.843,13.271,25.546,21.736,21.139,24.711,21.203
2022-06-20 20:46:00,22.075,30.454,7.451,26.895,22.867,21.084,20.417,23.248,16.844,13.273,25.548,21.736,21.138,24.714,21.204
2022-06-20 20:56:00,22.073,30.457,7.448,26.896,22.868,21.086,20.417,23.248,16.843,13.274,25.552,21.735,21.139,24.714,21.204
2022-06-20 21:06:00,22.074,30.461,7.449,26.898,22.868,21.08,20.416,23.25,16.846,13.274,25.55,21.735,21.143,24.715,21.205
2022-06-20 21:16:00,22.077,30.46,7.45,26.896,22.868,21.083,20.417,23.25,16.864,13.272,25.553,21.737,21.143,24.715,21.204
2022-06-20 21:26:00,22.078,30.46,7.452,26.899,22.867,21.079,20.417,23.249,16.865,13.272,25.572,21.739,21.146,24.715,21.204
2022-06-20 21:36:00,22.079,30.46,7.464,26.901,22.864,21.076,20.417,23.25,16.877,13.274,25.574,21.739,21.144,24.713,21.209
2022-06-20 21:46:00,22.084,30.463,7.469,26.901,22.867,21.076,20.418,23.251,16.88,13.274,25.591,21.739,21.142,24.713,21.212
2022-06-20 21:56:00,22.089,30.466,7.471,26.901,22.864,21.079,20.418,23.249,16.878,13.274,25.591,21.737,21.145,24.714,21.213
2022-06-20 22:06:00,22.099,30.467,7.474,26.9,22.867,21.081,20.416,23.248,16.879,13.275,25.59,21.74,21.147,24.712,21.218
2022-06-20 22:16:00,22.1,30.468,7.472,26.902,22.863,21.082,20.417,23.246,16.88,13.274,25.592,21.74,21.146,24.713,21.221
2022-06-20 22:26:00,22.103,30.468,7.47,26.902,22.862,21.081,20.419,23.247,16.881,13.274,25.595,21.74,21.149,24.712,21.22
2022-06-20 22:36:00,22.107,30.467,7.472,26.903,22.864,21.086,20.418,23.246,16.881,13.274,25.602,21.738,21.148,24.714,21.227
2022-06-20 22:46:00,22.105,30.467,7.474,26.901,22.862,21.091,20.418,23.246,16.883,13.274,25.603,21.74,21.148,24.713,21.231
2022-06-20 22:56:00,22.105,30.467,7.474,26.903,22.863,21.094,20.417,23.244,16.882,13.276,25.603,21.74,21.148,24.713,21.237
2022-06-20 23:06:00,22.105,30.467,7.474,26.903,22.863,21.094,20.417,23.244,16.882,13.276,25.603,21.74,21.148,24.713,21.236
2022-06-20 23:16:00,22.107,30.468,7.477,26.901,22.862,21.097,20.419,23.245,16.89,13.274,25.603,21.74,21.148,24.717,21.241
2022-06-20 23:26:00,22.106,30.464,7.474,26.904,22.862,21.097,20.421,23.246,16.891,13.275,25.603,21.74,21.148,24.72,21.244
2022-06-20 23:36:00,22.107,30.467,7.475,26.904,22.864,21.097,20.422,23.247,16.892,13.274,25.606,21.745,21.139,24.722,21.242
2022-06-20 23:46:00,22.105,30.466,7.477,26.905,22.868,21.103,20.427,23.247,16.893,13.277,25.603,21.748,21.142,24.725,21.244
2022-06-20 23:56:00,22.105,30.466,7.477,26.903,22.861,21.1,20.444,23.247,16.891,13.279,25.605,21.748,21.144,24.727,21.246
2022-06-21 00:06:00,22.118,30.502,7.477,26.903,22.863,21.102,20.446,23.247,16.897,13.277,25.604,21.752,21.145,24.728,21.248
2022-06-21 00:16:00,22.116,30.506,7.477,26.903,22.858,21.102,20.445,23.247,16.897,13.279,25.604,21.754,21.144,24.732,21.247
2022-06-21 00:26:00,22.119,30.515,7.479,26.905,22.857,21.101,20.449,23.246,16.898,13.28,25.603,21.755,21.145,24.734,21.246
2022-06-21 00:36:00,22.121,30.512,7.481,26.904,22.859,21.1,20.452,23.249,16.899,13.279,25.605,21.757,21.142,24.735,21.246
2022-06-21 00:46:00,22.12,30.513,7.48,26.903,22.86,21.102,20.45,23.249,16.901,13.279,25.606,21.759,21.144,24.736,21.248
2022-06-21 00:56:00,22.12,30.513,7.48,26.907,22.86,21.102,20.454,23.249,16.907,13.277,25.606,21.758,21.143,24.736,21.248
2022-06-21 01:06:00,22.12,30.513,7.482,26.908,22.862,21.103,20.451,23.247,16.914,13.278,25.606,21.758,21.143,24.736,21.25
2022-06-21 01:16:00,22.122,30.514,7.48,26.906,22.857,21.105,20.455,23.248,16.914,13.278,25.605,21.762,21.143,24.738,21.247
2022-06-21 01:26:00,22.12,30.512,7.48,26.906,22.856,21.111,20.455,23.248,16.916,13.28,25.607,21.766,21.144,24.745,21.252
2022-06-21 01:36:00,22.121,30.513,7.48,26.908,22.853,21.128,20.461,23.25,16.92,13.278,25.607,21.801,21.144,24.744,21.254
2022-06-21 01:46:00,22.12,30.526,7.479,26.909,22.857,21.152,20.461,23.25,16.922,13.28,25.607,21.838,21.148,24.745,21.248
2022-06-21 01:56:00,22.122,30.527,7.479,26.907,22.855,21.156,20.465,23.249,16.924,13.277,25.606,21.838,21.145,24.745,21.252
2022-06-21 02:06:00,22.12,30.526,7.479,26.911,22.857,21.162,20.464,23.251,16.944,13.282,25.608,21.84,21.149,24.743,21.252
2022-06-21 02:16:00,22.123,30.524,7.478,26.912,22.858,21.161,20.468,23.25,16.947,13.279,25.607,21.839,21.153,24.745,21.251
2022-06-21 02:26:00,22.123,30.524,7.478,26.912,22.858,21.161,20.468,23.25,16.947,13.279,25.607,21.839,21.153,24.744,21.255
2022-06-21 02:36:00,22.122,30.525,7.478,26.913,22.856,21.163,20.477,23.252,16.949,13.283,25.607,21.84,21.154,24.741,21.257
2022-06-21 02:46:00,22.122,30.526,7.48,26.915,22.857,21.162,20.49,23.249,16.949,13.282,25.606,21.842,21.164,24.741,21.254
2022-06-21 02:56:00,22.12,30.529,7.478,26.915,22.859,21.168,20.494,23.251,16.948,13.287,25.608,21.844,21.173,24.74,21.251
2022-06-21 03:06:00,22.122,30.525,7.478,26.915,22.856,21.168,20.498,23.25,16.95,13.289,25.61,21.845,21.173,24.749,21.249
2022-06-21 03:16:00,22.122,30.529,7.477,26.916,22.859,21.168,20.502,23.252,16.952,13.3,25.61,21.865,21.177,24.75,21.25
2022-06-21 03:26:00,22.12,30.537,7.477,26.92,22.86,21.167,20.503,23.275,16.953,13.304,25.611,21.865,21.188,24.749,21.252
2022-06-21 03:36:00,22.118,30.543,7.474,26.919,22.862,21.171,20.505,23.279,16.957,13.311,25.613,21.866,21.196,24.749,21.249
2022-06-21 03:46:00,22.119,30.537,7.474,26.918,22.862,21.177,20.504,23.278,16.957,13.31,25.612,21.865,21.195,24.75,21.248
2022-06-21 03:56:00,22.12,30.534,7.472,26.919,22.865,21.176,20.503,23.277,16.958,13.312,25.611,21.865,21.194,24.75,21.25
2022-06-21 04:06:00,22.119,30.531,7.474,26.921,22.868,21.178,20.502,23.279,16.957,13.313,25.614,21.866,21.196,24.751,21.251
2022-06-21 04:16:00,22.119,30.531,7.474,26.921,22.868,21.177,20.502,23.28,16.957,13.312,25.614,21.865,21.195,24.75,21.25
2022-06-21 04:26:00,22.121,30.531,7.473,26.919,22.868,21.178,20.503,23.279,16.956,13.312,25.615,21.863,21.196,24.75,21.252
2022-06-21 04:36:00,22.119,30.531,7.473,26.92,22.868,21.178,20.503,23.279,16.956,13.312,25.617,21.865,21.199,24.752,21.252
2022-06-21 04:46:00,22.119,30.531,7.473,26.919,22.868,21.178,20.5,23.278,16.956,13.312,25.617,21.865,21.195,24.75,21.25
2022-06-21 04:56:00,22.119,30.531,7.473,26.919,22.868,21.178,20.5,23.278,16.956,13.313,25.616,21.863,21.195,24.75,21.253
2022-06-21 05:06:00,22.119,30.529,7.475,26.919,22.871,21.181,20.503,23.276,16.956,13.313,25.618,21.865,21.197,24.753,21.253
2022-06-21 05:16:00,22.121,30.53,7.473,26.919,22.871,21.179,20.501,23.279,16.958,13.315,25.618,21.863,21.197,24.75,21.253
2022-06-21 05:26:00,22.121,30.53,7.473,26.917,22.871,21.179,20.501,23.276,16.957,13.315,25.617,21.863,21.197,24.753,21.253
2022-06-21 05:36:00,22.12,30.53,7.469,26.917,22.871,21.179,20.501,23.276,16.957,13.315,25.618,21.865,21.196,24.749,21.254
