"sample_id","campaign","date","leaf_area_cm2","leaf_mass_no_wax_g","leaf_mass_g","petri_dish_mass_g","dry_weight_g","real_time","elapsed_time_min","year"
"FREX_06","4","2024-09-24",198.3778,16.8253,14.641,11.6908,2.0902,2024-09-24 19:03:00,519,"2024"
"FREX_06","4","2024-09-24",198.3778,16.8253,14.5904,11.6908,2.0902,2024-09-24 19:33:00,549,"2024"
"FREX_07","4","2024-09-24",134.7017,15.7802,15.7822,12.563,1.3404,2024-09-24 10:02:00,0,"2024"
"FREX_07","4","2024-09-24",134.7017,15.7802,15.75,12.563,1.3404,2024-09-24 10:09:00,7,"2024"
"FREX_07","4","2024-09-24",134.7017,15.7802,15.7156,12.563,1.3404,2024-09-24 10:18:00,16,"2024"
"FREX_07","4","2024-09-24",134.7017,15.7802,15.6801,12.563,1.3404,2024-09-24 10:27:00,25,"2024"
"FREX_07","4","2024-09-24",134.7017,15.7802,15.6562,12.563,1.3404,2024-09-24 10:35:00,33,"2024"
"FREX_07","4","2024-09-24",134.7017,15.7802,15.6371,12.563,1.3404,2024-09-24 10:42:00,40,"2024"
"FREX_07","4","2024-09-24",134.7017,15.7802,15.6101,12.563,1.3404,2024-09-24 10:54:00,52,"2024"
"FREX_07","4","2024-09-24",134.7017,15.7802,15.5782,12.563,1.3404,2024-09-24 11:09:00,67,"2024"
"FREX_07","4","2024-09-24",134.7017,15.7802,15.558,12.563,1.3404,2024-09-24 11:21:00,79,"2024"
"FREX_07","4","2024-09-24",134.7017,15.7802,15.5027,12.563,1.3404,2024-09-24 11:52:00,110,"2024"
"FREX_07","4","2024-09-24",134.7017,15.7802,15.4502,12.563,1.3404,2024-09-24 12:24:00,142,"2024"
"FREX_07","4","2024-09-24",134.7017,15.7802,15.4016,12.563,1.3404,2024-09-24 12:51:00,169,"2024"
"FREX_07","4","2024-09-24",134.7017,15.7802,15.3566,12.563,1.3404,2024-09-24 13:24:00,202,"2024"
"FREX_07","4","2024-09-24",134.7017,15.7802,15.325,12.563,1.3404,2024-09-24 13:45:00,223,"2024"
"FREX_07","4","2024-09-24",134.7017,15.7802,15.2875,12.563,1.3404,2024-09-24 14:04:00,242,"2024"
"FREX_07","4","2024-09-24",134.7017,15.7802,15.2598,12.563,1.3404,2024-09-24 14:34:00,272,"2024"
"FREX_07","4","2024-09-24",134.7017,15.7802,15.2176,12.563,1.3404,2024-09-24 15:01:00,299,"2024"
"FREX_07","4","2024-09-24",134.7017,15.7802,15.1743,12.563,1.3404,2024-09-24 15:32:00,330,"2024"
"FREX_07","4","2024-09-24",134.7017,15.7802,15.1328,12.563,1.3404,2024-09-24 16:02:00,360,"2024"
"FREX_07","4","2024-09-24",134.7017,15.7802,15.092,12.563,1.3404,2024-09-24 16:34:00,392,"2024"
"FREX_07","4","2024-09-24",134.7017,15.7802,15.0556,12.563,1.3404,2024-09-24 17:02:00,420,"2024"
"FREX_07","4","2024-09-24",134.7017,15.7802,15.0156,12.563,1.3404,2024-09-24 17:32:00,450,"2024"
"FREX_07","4","2024-09-24",134.7017,15.7802,14.975,12.563,1.3404,2024-09-24 18:03:00,481,"2024"
"FREX_07","4","2024-09-24",134.7017,15.7802,14.938,12.563,1.3404,2024-09-24 18:34:00,512,"2024"
"FREX_07","4","2024-09-24",134.7017,15.7802,14.904,12.563,1.3404,2024-09-24 19:03:00,541,"2024"
"FREX_07","4","2024-09-24",134.7017,15.7802,14.8692,12.563,1.3404,2024-09-24 19:33:00,571,"2024"
"FREX_08","4","2024-09-24",125.4848,14.5291,14.5295,11.6581,1.3077,2024-09-24 10:06:00,0,"2024"
"FREX_08","4","2024-09-24",125.4848,14.5291,14.5033,11.6581,1.3077,2024-09-24 10:10:00,4,"2024"
"FREX_08","4","2024-09-24",125.4848,14.5291,14.4523,11.6581,1.3077,2024-09-24 10:18:00,12,"2024"
"FREX_08","4","2024-09-24",125.4848,14.5291,14.4,11.6581,1.3077,2024-09-24 10:28:00,22,"2024"
"FREX_08","4","2024-09-24",125.4848,14.5291,14.2824,11.6581,1.3077,2024-09-24 10:55:00,49,"2024"
"FREX_08","4","2024-09-24",125.4848,14.5291,14.1707,11.6581,1.3077,2024-09-24 11:10:00,64,"2024"
"FREX_08","4","2024-09-24",125.4848,14.5291,14.1825,11.6581,1.3077,2024-09-24 11:22:00,76,"2024"
"FREX_08","4","2024-09-24",125.4848,14.5291,14.081,11.6581,1.3077,2024-09-24 11:52:00,106,"2024"
"FREX_08","4","2024-09-24",125.4848,14.5291,13.9559,11.6581,1.3077,2024-09-24 12:24:00,138,"2024"
"FREX_08","4","2024-09-24",125.4848,14.5291,13.9112,11.6581,1.3077,2024-09-24 12:52:00,166,"2024"
"FREX_08","4","2024-09-24",125.4848,14.5291,13.829,11.6581,1.3077,2024-09-24 13:25:00,199,"2024"
"FREX_08","4","2024-09-24",125.4848,14.5291,13.7825,11.6581,1.3077,2024-09-24 13:46:00,220,"2024"
"FREX_08","4","2024-09-24",125.4848,14.5291,13.7447,11.6581,1.3077,2024-09-24 14:05:00,239,"2024"
"FREX_08","4","2024-09-24",125.4848,14.5291,13.688,11.6581,1.3077,2024-09-24 14:35:00,269,"2024"
"FREX_08","4","2024-09-24",125.4848,14.5291,13.6407,11.6581,1.3077,2024-09-24 15:02:00,296,"2024"
"FREX_08","4","2024-09-24",125.4848,14.5291,13.5905,11.6581,1.3077,2024-09-24 15:33:00,327,"2024"
"FREX_08","4","2024-09-24",125.4848,14.5291,13.5032,11.6581,1.3077,2024-09-24 16:02:00,356,"2024"
"FREX_08","4","2024-09-24",125.4848,14.5291,13.4667,11.6581,1.3077,2024-09-24 17:02:00,416,"2024"
"FREX_08","4","2024-09-24",125.4848,14.5291,13.4291,11.6581,1.3077,2024-09-24 17:33:00,447,"2024"
"FREX_08","4","2024-09-24",125.4848,14.5291,13.3931,11.6581,1.3077,2024-09-24 18:05:00,479,"2024"
"FREX_08","4","2024-09-24",125.4848,14.5291,13.3621,11.6581,1.3077,2024-09-24 18:35:00,509,"2024"
"FREX_08","4","2024-09-24",125.4848,14.5291,13.3358,11.6581,1.3077,2024-09-24 19:04:00,538,"2024"
"FREX_08","4","2024-09-24",125.4848,14.5291,13.3094,11.6581,1.3077,2024-09-24 19:34:00,568,"2024"
"FASY_01","4","2024-09-24",22.5749,7.9902,7.9979,7.5277,0.2334,2024-09-24 09:44:00,0,"2024"
"FASY_01","4","2024-09-24",22.5749,7.9902,7.9919,7.5277,0.2334,2024-09-24 09:54:00,10,"2024"
"FASY_01","4","2024-09-24",22.5749,7.9902,7.9866,7.5277,0.2334,2024-09-24 10:07:00,23,"2024"
"FASY_01","4","2024-09-24",22.5749,7.9902,7.9845,7.5277,0.2334,2024-09-24 10:15:00,31,"2024"
"FASY_01","4","2024-09-24",22.5749,7.9902,7.9766,7.5277,0.2334,2024-09-24 10:33:00,49,"2024"
"FASY_01","4","2024-09-24",22.5749,7.9902,7.9743,7.5277,0.2334,2024-09-24 10:44:00,60,"2024"
"FASY_01","4","2024-09-24",22.5749,7.9902,7.9692,7.5277,0.2334,2024-09-24 11:11:00,87,"2024"
"FASY_01","4","2024-09-24",22.5749,7.9902,7.9634,7.5277,0.2334,2024-09-24 11:22:00,98,"2024"
"FASY_01","4","2024-09-24",22.5749,7.9902,7.959,7.5277,0.2334,2024-09-24 11:50:00,126,"2024"
"FASY_01","4","2024-09-24",22.5749,7.9902,7.9515,7.5277,0.2334,2024-09-24 12:22:00,158,"2024"
"FASY_01","4","2024-09-24",22.5749,7.9902,7.9445,7.5277,0.2334,2024-09-24 12:49:00,185,"2024"
"FASY_01","4","2024-09-24",22.5749,7.9902,7.9365,7.5277,0.2334,2024-09-24 13:22:00,218,"2024"
"FASY_01","4","2024-09-24",22.5749,7.9902,7.9315,7.5277,0.2334,2024-09-24 13:43:00,239,"2024"
"FASY_01","4","2024-09-24",22.5749,7.9902,7.9273,7.5277,0.2334,2024-09-24 14:02:00,258,"2024"
"FASY_01","4","2024-09-24",22.5749,7.9902,7.9203,7.5277,0.2334,2024-09-24 14:33:00,289,"2024"
"FASY_01","4","2024-09-24",22.5749,7.9902,7.9143,7.5277,0.2334,2024-09-24 14:59:00,315,"2024"
"FASY_01","4","2024-09-24",22.5749,7.9902,7.9074,7.5277,0.2334,2024-09-24 15:30:00,346,"2024"
"FASY_01","4","2024-09-24",22.5749,7.9902,7.901,7.5277,0.2334,2024-09-24 16:00:00,376,"2024"
"FASY_01","4","2024-09-24",22.5749,7.9902,7.8941,7.5277,0.2334,2024-09-24 16:32:00,408,"2024"
"FASY_01","4","2024-09-24",22.5749,7.9902,7.8887,7.5277,0.2334,2024-09-24 16:59:00,435,"2024"
"FASY_01","4","2024-09-24",22.5749,7.9902,7.8821,7.5277,0.2334,2024-09-24 17:30:00,466,"2024"
"FASY_01","4","2024-09-24",22.5749,7.9902,7.8758,7.5277,0.2334,2024-09-24 18:02:00,498,"2024"
"FASY_01","4","2024-09-24",22.5749,7.9902,7.8695,7.5277,0.2334,2024-09-24 18:32:00,528,"2024"
"FASY_01","4","2024-09-24",22.5749,7.9902,7.8653,7.5277,0.2334,2024-09-24 19:01:00,557,"2024"
"FASY_01","4","2024-09-24",22.5749,7.9902,7.8596,7.5277,0.2334,2024-09-24 19:30:00,586,"2024"
"FASY_02","4","2024-09-24",9.6309,7.9703,7.9776,7.7782,0.0941,2024-09-24 09:46:00,0,"2024"
"FASY_02","4","2024-09-24",9.6309,7.9703,7.9744,7.7782,0.0941,2024-09-24 09:55:00,9,"2024"
"FASY_02","4","2024-09-24",9.6309,7.9703,7.9691,7.7782,0.0941,2024-09-24 10:07:00,21,"2024"
"FASY_02","4","2024-09-24",9.6309,7.9703,7.9673,7.7782,0.0941,2024-09-24 10:16:00,30,"2024"
"FASY_02","4","2024-09-24",9.6309,7.9703,7.9654,7.7782,0.0941,2024-09-24 10:33:00,47,"2024"
"FASY_02","4","2024-09-24",9.6309,7.9703,7.9645,7.7782,0.0941,2024-09-24 10:44:00,58,"2024"
"FASY_02","4","2024-09-24",9.6309,7.9703,7.9609,7.7782,0.0941,2024-09-24 11:11:00,85,"2024"
"FASY_02","4","2024-09-24",9.6309,7.9703,7.9611,7.7782,0.0941,2024-09-24 11:22:00,96,"2024"
"FASY_02","4","2024-09-24",9.6309,7.9703,7.9575,7.7782,0.0941,2024-09-24 11:50:00,124,"2024"
"FASY_02","4","2024-09-24",9.6309,7.9703,7.953,7.7782,0.0941,2024-09-24 12:22:00,156,"2024"
"FASY_02","4","2024-09-24",9.6309,7.9703,7.9498,7.7782,0.0941,2024-09-24 12:49:00,183,"2024"
"FASY_02","4","2024-09-24",9.6309,7.9703,7.946,7.7782,0.0941,2024-09-24 13:23:00,217,"2024"
"FASY_02","4","2024-09-24",9.6309,7.9703,7.9435,7.7782,0.0941,2024-09-24 13:43:00,237,"2024"
"FASY_02","4","2024-09-24",9.6309,7.9703,7.9408,7.7782,0.0941,2024-09-24 14:02:00,256,"2024"
"FASY_02","4","2024-09-24",9.6309,7.9703,7.9377,7.7782,0.0941,2024-09-24 14:33:00,287,"2024"
"FASY_02","4","2024-09-24",9.6309,7.9703,7.9347,7.7782,0.0941,2024-09-24 14:59:00,313,"2024"
"FASY_02","4","2024-09-24",9.6309,7.9703,7.9313,7.7782,0.0941,2024-09-24 15:30:00,344,"2024"
"FASY_02","4","2024-09-24",9.6309,7.9703,7.9279,7.7782,0.0941,2024-09-24 16:00:00,374,"2024"
"FASY_02","4","2024-09-24",9.6309,7.9703,7.9254,7.7782,0.0941,2024-09-24 16:33:00,407,"2024"
"FASY_02","4","2024-09-24",9.6309,7.9703,7.9228,7.7782,0.0941,2024-09-24 17:00:00,434,"2024"
"FASY_02","4","2024-09-24",9.6309,7.9703,7.9195,7.7782,0.0941,2024-09-24 17:30:00,464,"2024"
"FASY_02","4","2024-09-24",9.6309,7.9703,7.9173,7.7782,0.0941,2024-09-24 18:02:00,496,"2024"
"FASY_02","4","2024-09-24",9.6309,7.9703,7.915,7.7782,0.0941,2024-09-24 18:33:00,527,"2024"
"FASY_02","4","2024-09-24",9.6309,7.9703,7.913,7.7782,0.0941,2024-09-24 19:02:00,556,"2024"
"FASY_02","4","2024-09-24",9.6309,7.9703,7.9102,7.7782,0.0941,2024-09-24 19:31:00,585,"2024"
"FASY_03","4","2024-09-24",23.1025,7.9212,7.924,7.4655,0.2339,2024-09-24 09:48:00,0,"2024"
"FASY_03","4","2024-09-24",23.1025,7.9212,7.9188,7.4655,0.2339,2024-09-24 09:55:00,7,"2024"
"FASY_03","4","2024-09-24",23.1025,7.9212,7.9105,7.4655,0.2339,2024-09-24 10:08:00,20,"2024"
"FASY_03","4","2024-09-24",23.1025,7.9212,7.9067,7.4655,0.2339,2024-09-24 10:16:00,28,"2024"
"FASY_03","4","2024-09-24",23.1025,7.9212,7.8995,7.4655,0.2339,2024-09-24 10:33:00,45,"2024"
"FASY_03","4","2024-09-24",23.1025,7.9212,7.8956,7.4655,0.2339,2024-09-24 10:45:00,57,"2024"
"FASY_03","4","2024-09-24",23.1025,7.9212,7.8815,7.4655,0.2339,2024-09-24 11:11:00,83,"2024"
"FASY_03","4","2024-09-24",23.1025,7.9212,7.8736,7.4655,0.2339,2024-09-24 11:50:00,122,"2024"
"FASY_03","4","2024-09-24",23.1025,7.9212,7.8631,7.4655,0.2339,2024-09-24 12:23:00,155,"2024"
"FASY_03","4","2024-09-24",23.1025,7.9212,7.8535,7.4655,0.2339,2024-09-24 12:50:00,182,"2024"
"FASY_03","4","2024-09-24",23.1025,7.9212,7.8428,7.4655,0.2339,2024-09-24 13:23:00,215,"2024"
"FASY_03","4","2024-09-24",23.1025,7.9212,7.8357,7.4655,0.2339,2024-09-24 13:44:00,236,"2024"
"FASY_03","4","2024-09-24",23.1025,7.9212,7.8298,7.4655,0.2339,2024-09-24 14:03:00,255,"2024"
"FASY_03","4","2024-09-24",23.1025,7.9212,7.8206,7.4655,0.2339,2024-09-24 14:34:00,286,"2024"
"FASY_03","4","2024-09-24",23.1025,7.9212,7.8125,7.4655,0.2339,2024-09-24 15:00:00,312,"2024"
"FASY_03","4","2024-09-24",23.1025,7.9212,7.8034,7.4655,0.2339,2024-09-24 15:31:00,343,"2024"
"FASY_03","4","2024-09-24",23.1025,7.9212,7.7956,7.4655,0.2339,2024-09-24 16:00:00,372,"2024"
"FASY_03","4","2024-09-24",23.1025,7.9212,7.7876,7.4655,0.2339,2024-09-24 16:33:00,405,"2024"
"FASY_03","4","2024-09-24",23.1025,7.9212,7.7805,7.4655,0.2339,2024-09-24 17:00:00,432,"2024"
"FASY_03","4","2024-09-24",23.1025,7.9212,7.7729,7.4655,0.2339,2024-09-24 17:31:00,463,"2024"
"FASY_03","4","2024-09-24",23.1025,7.9212,7.7653,7.4655,0.2339,2024-09-24 18:02:00,494,"2024"
"FASY_03","4","2024-09-24",23.1025,7.9212,7.7595,7.4655,0.2339,2024-09-24 18:33:00,525,"2024"
"FASY_03","4","2024-09-24",23.1025,7.9212,7.7538,7.4655,0.2339,2024-09-24 19:02:00,554,"2024"
"FASY_03","4","2024-09-24",23.1025,7.9212,7.7475,7.4655,0.2339,2024-09-24 19:31:00,583,"2024"
"FASY_04","4","2024-09-24",52.081,8.0087,8.0125,7.5432,0.2405,2024-09-24 09:49:00,0,"2024"
"FASY_04","4","2024-09-24",52.081,8.0087,8.0076,7.5432,0.2405,2024-09-24 09:56:00,7,"2024"
"FASY_04","4","2024-09-24",52.081,8.0087,8.0016,7.5432,0.2405,2024-09-24 10:08:00,19,"2024"
"FASY_04","4","2024-09-24",52.081,8.0087,7.9988,7.5432,0.2405,2024-09-24 10:17:00,28,"2024"
"FASY_04","4","2024-09-24",52.081,8.0087,7.9908,7.5432,0.2405,2024-09-24 10:34:00,45,"2024"
"FASY_04","4","2024-09-24",52.081,8.0087,7.9868,7.5432,0.2405,2024-09-24 10:46:00,57,"2024"
"FASY_04","4","2024-09-24",52.081,8.0087,7.9725,7.5432,0.2405,2024-09-24 11:12:00,83,"2024"
"FASY_04","4","2024-09-24",52.081,8.0087,7.96682,7.5432,0.2405,2024-09-24 11:23:00,94,"2024"
"FASY_04","4","2024-09-24",52.081,8.0087,7.9609,7.5432,0.2405,2024-09-24 11:51:00,122,"2024"
"FASY_04","4","2024-09-24",52.081,8.0087,7.9506,7.5432,0.2405,2024-09-24 12:23:00,154,"2024"
"FASY_04","4","2024-09-24",52.081,8.0087,7.9416,7.5432,0.2405,2024-09-24 12:50:00,181,"2024"
"FASY_04","4","2024-09-24",52.081,8.0087,7.9316,7.5432,0.2405,2024-09-24 13:24:00,215,"2024"
"FASY_04","4","2024-09-24",52.081,8.0087,7.9256,7.5432,0.2405,2024-09-24 13:43:00,234,"2024"
"FASY_04","4","2024-09-24",52.081,8.0087,7.9156,7.5432,0.2405,2024-09-24 14:03:00,254,"2024"
"FASY_04","4","2024-09-24",52.081,8.0087,7.9112,7.5432,0.2405,2024-09-24 14:34:00,285,"2024"
"FASY_04","4","2024-09-24",52.081,8.0087,7.9041,7.5432,0.2405,2024-09-24 15:00:00,311,"2024"
"FASY_04","4","2024-09-24",52.081,8.0087,7.8956,7.5432,0.2405,2024-09-24 15:31:00,342,"2024"
"FASY_04","4","2024-09-24",52.081,8.0087,7.8885,7.5432,0.2405,2024-09-24 16:01:00,372,"2024"
"FASY_04","4","2024-09-24",52.081,8.0087,7.8807,7.5432,0.2405,2024-09-24 16:33:00,404,"2024"
"FASY_04","4","2024-09-24",52.081,8.0087,7.8739,7.5432,0.2405,2024-09-24 17:01:00,432,"2024"
"FASY_04","4","2024-09-24",52.081,8.0087,7.8671,7.5432,0.2405,2024-09-24 17:31:00,462,"2024"
"FASY_04","4","2024-09-24",52.081,8.0087,7.8598,7.5432,0.2405,2024-09-24 18:03:00,494,"2024"
"FASY_04","4","2024-09-24",52.081,8.0087,7.8538,7.5432,0.2405,2024-09-24 18:34:00,525,"2024"
"FASY_04","4","2024-09-24",52.081,8.0087,7.8485,7.5432,0.2405,2024-09-24 19:02:00,553,"2024"
"FASY_04","4","2024-09-24",52.081,8.0087,7.8427,7.5432,0.2405,2024-09-24 19:32:00,583,"2024"
