"sample_ID","start_measurement","start_equilibration","drying_interval","equilibration_interval","psi_1","psi_2","psi","comment","year","campaign","minutes"
"FREX_05",2024-09-24 15:20:00,2024-09-24 14:50:00,2280,30,"53.6",NA,53.6,"strong bubbles at 15","2024","4",340
"FREX_05",2024-09-24 16:22:00,2024-09-24 15:50:00,3720,32,"64","56",64,">56","2024","4",402
"FREX_05",2024-09-24 17:34:00,2024-09-24 16:57:00,4320,37,"71",NA,71,NA,"2024","4",474
"FREX_05",2024-09-24 18:22:00,2024-09-24 17:57:00,2880,25,"75",NA,75,NA,"2024","4",522
"FREX_05",2024-09-24 19:35:00,2024-09-24 19:05:00,4380,30,NA,NA,NA,">80","2024","4",595
"FREX_06",2024-09-24 09:42:00,2024-09-24 09:15:00,NA,27,"7.4","6.6",7.4,NA,"2024","4",0
"FREX_06",2024-09-24 10:32:00,2024-09-24 09:51:00,3000,41,"18",NA,18,NA,"2024","4",50
"FREX_06",2024-09-24 11:23:00,2024-09-24 10:49:00,3060,34,"16.3",NA,16.3,NA,"2024","4",101
"FREX_06",2024-09-24 11:40:00,2024-09-24 11:55:00,1020,-15,"41","13.8",41,NA,"2024","4",118
"FREX_06",2024-09-24 13:35:00,2024-09-24 12:55:00,6900,40,"45",NA,45,NA,"2024","4",233
"FREX_06",2024-09-24 14:44:00,2024-09-24 14:00:00,4140,44,"54",NA,54,NA,"2024","4",302
"FREX_06",2024-09-24 15:25:00,2024-09-24 14:50:00,2460,35,"55.6",NA,55.6,NA,"2024","4",343
"FREX_06",2024-09-24 16:24:00,2024-09-24 15:50:00,3540,34,"59",NA,59,NA,"2024","4",402
"FREX_06",2024-09-24 17:37:00,2024-09-24 16:57:00,4380,40,NA,NA,NA,">70","2024","4",475
"FREX_06",2024-09-24 18:22:00,2024-09-24 17:57:00,2700,25,NA,NA,NA,">80","2024","4",520
"FREX_07",2024-09-24 09:45:00,2024-09-24 09:15:00,NA,30,"6.2",NA,6.2,NA,"2024","4",0
"FREX_07",2024-09-24 10:34:00,2024-09-24 09:51:00,2940,43,"14.5",NA,14.5,NA,"2024","4",49
"FREX_07",2024-09-24 11:27:00,2024-09-24 10:49:00,3180,38,"17.8",NA,17.8,NA,"2024","4",102
"FREX_07",2024-09-24 12:32:00,2024-09-24 11:55:00,3900,37,"39","13.8",39,NA,"2024","4",167
"FREX_07",2024-09-24 13:40:00,2024-09-24 12:55:00,4080,45,"38",NA,38,"very strong bubbles at 6, 12","2024","4",235
"FREX_07",2024-09-24 14:46:00,2024-09-24 14:00:00,3960,46,"41",NA,41,NA,"2024","4",301
"FREX_07",2024-09-24 15:29:00,2024-09-24 14:50:00,2580,39,"43",NA,43,NA,"2024","4",344
"FREX_07",2024-09-24 16:26:00,2024-09-24 15:50:00,3420,36,"48",NA,48,NA,"2024","4",401
"FREX_07",2024-09-24 17:40:00,2024-09-24 16:57:00,4440,43,"54",NA,54,"strong bubbling at 10","2024","4",475
"FREX_07",2024-09-24 19:12:00,2024-09-24 17:57:00,5520,75,NA,"54",NA,"air escaping","2024","4",567
"FREX_07",2024-09-24 19:35:00,2024-09-24 19:05:00,1380,30,"67",NA,67,NA,"2024","4",590
"FREX_07",2024-09-24 23:10:00,2024-09-24 22:45:00,12900,25,"72",NA,72,NA,"2024","4",805
"FREX_08",2024-09-24 09:48:00,2024-09-24 09:15:00,NA,33,NA,"6.6",6.6,NA,"2024","4",0
"FREX_08",2024-09-24 10:36:00,2024-09-24 09:51:00,2880,45,"14","6.7",14,NA,"2024","4",48
"FREX_08",2024-09-24 11:30:00,2024-09-24 10:49:00,3240,41,"33","7.5",33,"second sample, dried","2024","4",102
"FREX_08",2024-09-24 12:27:00,2024-09-24 11:55:00,3420,32,"Likely 30+","5.5",NA,"strong bubbling at 5,5 and 10,5","2024","4",159
"FREX_08",2024-09-24 13:50:00,2024-09-24 12:55:00,4980,55,"40","7.7",40,"strong bubbling at 7","2024","4",242
"FREX_08",2024-09-24 14:48:00,2024-09-24 14:00:00,3480,48,"45",NA,45,"strong bubbling at 11","2024","4",300
"FREX_08",2024-09-24 15:36:00,2024-09-24 14:50:00,2880,46,"48.5",NA,48.5,NA,"2024","4",348
"FREX_08",2024-09-24 16:40:00,2024-09-24 15:50:00,3840,50,"50",NA,50,NA,"2024","4",412
"FREX_08",2024-09-24 17:45:00,2024-09-24 16:57:00,3900,48,"51.7",NA,51.7,NA,"2024","4",477
"FREX_08",2024-09-24 19:10:00,2024-09-24 17:57:00,5100,73,"58.4",NA,58.4,NA,"2024","4",562
"FREX_08",2024-09-24 19:35:00,2024-09-24 19:05:00,1500,30,"64",NA,64,NA,"2024","4",587
"FREX_08",2024-09-24 23:16:00,2024-09-24 22:45:00,13260,31,"77",NA,77,NA,"2024","4",808
