"year","campaign","sample_id","vessel_order","species","rmse_fitplc","rmse_spline","p12_fitplc","p50_fitplc","p88_fitplc","p12_lwr","p50_lwr","p88_lwr","p12_upr","p50_upr","p88_upr","p12_spline","p50_spline","p88_spline","date","date_plot"
"2024","3","FASY_04","all","FASY",340.168519937335,2.00085646747236,-3.21118869173428,-3.87550365880195,-4.53955155112962,-3.13712608021034,-3.81271173152827,-4.4714972816053,-3.26888314151787,-3.94201753194188,-4.63317645937996,-3.46853629615065,-3.90396576544443,-4.33435202110752,"2024-08-13",2000-08-13
"2024","3","FASY_04","major","FASY",193.05694095248,2.68939598126117,-2.34459117238468,-3.40457109161251,-4.46486514982449,-2.24069772980744,-3.3339462667657,-4.35533972605813,-2.41964502254387,-3.47399218820597,-4.60869758894339,-2.24989470657527,-3.7504395164399,-4.39451144420189,"2024-08-13",2000-08-13
"2024","3","FREX_05","all","FREX",210.235370434531,2.94994775977546,-3.73840269695102,-5.5821230365465,-7.4257253380652,-3.67270051601155,-5.53871300662924,-7.39412613953814,-3.83150462526176,-5.6286238031732,-7.45342490172197,-3.64164148727147,-5.1108944872054,-7.67557574869156,"2024-08-13",2000-08-13
"2024","3","FREX_05","major","FREX",206.319735917705,4.65236505822455,-2.77777286369993,-4.7570935526005,-6.73672319075707,-2.61122754096041,-4.65684058421307,-6.68773741687056,-2.93785790208412,-4.84438162751233,-6.78984026796148,-3.46726437856258,-4.06757813821491,-6.77016806650366,"2024-08-13",2000-08-13
"2024","3","FREX_06","all","FREX",167.690762110857,3.5627849330307,-3.88268661558977,-4.87697293649795,-5.87131508342758,-3.82435057008042,-4.84027113716052,-5.7516609196882,-3.94826494439072,-4.91491838128334,-5.98091433261689,-4.06432674963733,-4.92010992763703,-5.77613830912568,"2024-08-13",2000-08-13
"2024","3","FREX_06","major","FREX",279.25753875255,4.1912518064538,-3.41723504393165,-4.20451303188917,-4.99223594926204,-3.19184958242083,-4.1350457893146,-4.9203531091917,-3.56685387814339,-4.25699661984029,-5.10310321281777,-3.80978427893665,-4.19548661317347,-4.96578009285276,"2024-08-13",2000-08-13
"2024","3","FREX_07","all","FREX",223.719034560729,3.07459637982587,-3.51483852020832,-4.13667286927763,-4.75870638771346,-3.48334459453705,-4.1208584742834,-4.73070211194666,-3.55132274219157,-4.14922513886097,-4.78687215433898,-3.65430974517264,-4.08482966390913,-4.9703357537798,"2024-08-13",2000-08-13
"2024","3","FREX_07","major","FREX",272.921876993319,2.64316503197095,-2.18630606858418,-3.25619136852161,-4.32593821518417,-1.97385360321271,-3.15267237604034,-4.30644876670324,-2.38779066345972,-3.35111525293648,-4.34603185572754,-3.63954699271434,-3.71548838552891,-4.32688029924904,"2024-08-13",2000-08-13
"2024","3","FREX_08","all","FREX",255.726348673726,2.39587307846143,-2.87031137899344,-4.42191942471793,-5.97428312620712,-2.79048300850293,-4.37582574293146,-5.93231276987858,-2.9698471373366,-4.48689228305741,-6.02022990531814,-3.1422791448174,-4.19891472525625,-6.12600045797341,"2024-08-13",2000-08-13
"2024","3","FREX_08","major","FREX",264.845634333341,2.64261875831266,-2.23781398983366,-3.41166142630514,-4.5862667132945,-2.08409685919327,-3.32855823203941,-4.53856758589011,-2.39962698225023,-3.5098356393577,-4.63663980772215,-2.91000664857632,-3.20850038671805,-4.90383517125342,"2024-08-13",2000-08-13
"2024","4","FASY_01","all","FASY",302.933067745935,2.20323613131185,-3.85067383188709,-4.43733503739938,-5.02414235244202,-3.79412459047631,-4.40322746300069,-4.99351494751021,-3.90189656184331,-4.47566190614775,-5.07721405763564,-3.99812789237012,-4.67741065773038,-5.16784332644474,"2024-09-23",2000-09-23
"2024","4","FASY_01","major","FASY",331.393863781219,3.47526450773978,-2.3334668225801,-3.23473071351235,-4.13589106231472,-2.17845522052489,-3.13867916708888,-4.09444792262694,-2.45080909722244,-3.30954384951723,-4.17247258272149,-2.92628466560951,-3.23480548307526,-4.08252945114963,"2024-09-23",2000-09-23
"2024","4","FASY_02","all","FASY",369.125161693427,2.40010756953132,-3.90877903684037,-4.35924622565256,-4.80983867381088,-3.8714584646249,-4.33222947080892,-4.79033737623377,-3.93431075992014,-4.38449035608961,-4.83367518631411,-3.94298362446733,-4.33988200432543,-4.73676957031135,"2024-09-23",2000-09-23
"2024","4","FASY_02","major","FASY",390.592618384384,3.03182124415394,-3.65946137565802,-4.10174365466488,-4.54455616150872,-3.6074060577831,-4.06509293810532,-4.52225279951089,-3.71886393403543,-4.14672618355038,-4.57426442935598,-3.79744528275849,-4.15114031567135,-4.50472179602105,"2024-09-23",2000-09-23
"2024","4","FASY_03","all","FASY",365.38350706192,2.39896030781688,-4.1928235341182,-4.56593991889295,-4.94009756988901,-4.11576061304317,-4.51376946583019,-4.91425974158288,-4.24949916005864,-4.600103424803,-4.9630936064919,-4.21382138416683,-4.48769500537626,-4.80046017486244,"2024-09-23",2000-09-23
"2024","4","FASY_03","major","FASY",446.11203708305,2.08855979797599,-3.82130575558535,-4.22900567983648,-4.63778515144845,-3.74027191037837,-4.17584433380983,-4.60319628361033,-3.8858008879455,-4.27948100956881,-4.67275517270441,-3.98050694323559,-4.27817049068372,-4.5758319414378,"2024-09-23",2000-09-23
"2024","4","FASY_04","all","FASY",455.375476700297,2.76672631535369,-3.68961479974379,-4.49201135612203,-5.29449629356289,-3.62687374466823,-4.45170526472662,-5.26472101386451,-3.75509151987324,-4.53178887276336,-5.32490577304591,-3.42993695099448,-4.26361804539741,-5.13478604314075,"2024-09-23",2000-09-23
"2024","4","FASY_04","major","FASY",391.448206499637,3.35415136490267,-3.4757130380109,-4.37885263104136,-5.28221392013578,-3.39750612242363,-4.32061649711535,-5.23173142112615,-3.55894804218943,-4.44175299365268,-5.33191320198051,-2.95991151544618,-3.98335925654496,-5.14363966188001,"2024-09-23",2000-09-23
"2024","4","FREX_05","all","FREX",199.164604012775,3.22095141698313,-5.60395527752439,-7.30716835198482,-9.01064167152865,-5.55136779549299,-7.27349160395204,-8.95033022236185,-5.65937717355628,-7.35241775530187,-9.07452509008393,-5.6073258937502,-7.25826876499205,-8.90932961668641,"2024-09-23",2000-09-23
"2024","4","FREX_05","major","FREX",220.313612435848,5.273753178023,-3.51224255789849,-5.96105992192786,-8.40987612408282,-3.22749830913222,-5.87193827858881,-8.23545677993195,-3.7776193722003,-6.06724025341207,-8.59376223810986,-4.15198304129193,-6.10052196860993,-8.48793106595018,"2024-09-23",2000-09-23
"2024","4","FREX_06","all","FREX",205.709276585307,2.6602265643625,-3.43327903704885,-5.24098845155435,-7.049134837784,-3.29217085140855,-5.10080644202984,-6.77372697843497,-3.62086841404009,-5.41481741631886,-7.38812873432448,-3.90850505377979,-6.06808020353969,-6.96543735939908,"2024-09-23",2000-09-23
"2024","4","FREX_06","major","FREX",306.272768670607,3.39182015615622,-3.26444882312399,-4.7343842278617,-6.20432044077762,-3.17532713360473,-4.66562472921348,-6.14846555626691,-3.37017421904354,-4.81021070945042,-6.28003250272214,-3.61928061351435,-5.03085110903903,-6.44241306739998,"2024-09-23",2000-09-23
"2024","4","FREX_07","all","FREX",263.130859602869,3.53677544443193,-3.86019010087288,-4.85459685257292,-5.84926368971409,-3.7935476590532,-4.81084064875504,-5.80351172985736,-3.92648620610921,-4.89331509712684,-5.90599011529219,-3.8202648696938,-4.91158754060321,-6.00289412769589,"2024-09-23",2000-09-23
"2024","4","FREX_07","major","FREX",339.740452880627,6.10440158592766,-3.23541859125225,-4.01297432804279,-4.79057981392903,-3.15517412384889,-3.94361666050697,-4.68624350413139,-3.32859209607833,-4.09782008424852,-4.94102604943124,-2.98192826911215,-4.08221901831428,-5.18250698358442,"2024-09-23",2000-09-23
"2024","4","FREX_08","all","FREX",308.197833000001,3.24731549577586,-5.1119747766358,-6.29317044303738,-7.47460994336155,-5.05814039822919,-6.24603622286371,-7.41854490551449,-5.15944303702593,-6.32996944842888,-7.5272629976549,-4.93196646025736,-6.08599558569784,-7.4496641309616,"2024-09-23",2000-09-23
"2024","4","FREX_08","major","FREX",295.431129544058,3.99520053007173,-4.12684688173298,-5.44914987682762,-6.77132852517987,-4.02496530906581,-5.38729293802777,-6.71536662638392,-4.18845867497572,-5.48194367348777,-6.8077726615315,-4.18509030927365,-5.48440451469647,-6.78373178984135,"2024-09-23",2000-09-23
