year,campaign,sample_id,date,rwc_class,rwc_interval,gmin_mean,gmin_min,gmin_max
2024,1,FASY_02,28.05.2024,rwc_class_90,90+,5.439825795,5.445270959,5.434380632
2024,1,FASY_02,28.05.2024,rwc_class_80_90,80-90,5.085470846,5.096281446,5.074660245
2024,1,FASY_02,28.05.2024,rwc_class_standard,standard,4.717837953,4.733347184,4.702328721
2024,1,FASY_02,28.05.2024,rwc_class_tlp,rwc_tlp_90,4.695362954,4.710436757,4.680289152
2024,1,FASY_02,28.05.2024,rwc_class_70_80,70-80,4.620272891,4.629894043,4.610651738
2024,1,FASY_02,28.05.2024,rwc_class_65_70,65-70,4.312198018,4.317851992,4.306544043
2024,1,FASY_03,28.05.2024,rwc_class_90,90+,5.520588153,5.525237873,5.515938433
2024,1,FASY_03,28.05.2024,rwc_class_80_90,80-90,5.240445845,5.249991196,5.230900494
2024,1,FASY_03,28.05.2024,rwc_class_standard,standard,4.872553822,4.891482352,4.853625291
2024,1,FASY_03,28.05.2024,rwc_class_tlp,rwc_tlp_90,4.868330086,4.887230086,4.849430086
2024,1,FASY_03,28.05.2024,rwc_class_70_80,70-80,4.791948724,4.804497486,4.779399962
2024,1,FASY_03,28.05.2024,rwc_class_65_70,65-70,4.350696273,4.362045772,4.339346774
2024,1,FASY_04,28.05.2024,rwc_class_90,90+,2.349965175,2.351048628,2.348881721
2024,1,FASY_04,28.05.2024,rwc_class_tlp,rwc_tlp_90,2.287763724,2.288192629,2.287334818
2024,1,FASY_04,28.05.2024,rwc_class_80_90,80-90,2.297835569,2.298454556,2.297216582
2024,1,FASY_04,28.05.2024,rwc_class_standard,standard,2.286057098,2.286405513,2.285708684
2024,1,FASY_04,28.05.2024,rwc_class_70_80,70-80,2.27859,2.278699355,2.278480645
2024,1,FASY_04,28.05.2024,rwc_class_65_70,65-70,2.300543081,2.301341124,2.299745038
2024,2,FREX_05,09.07.2024,rwc_class_90,90+,2.806746546,2.842074237,2.771418856
2024,2,FREX_05,09.07.2024,rwc_class_tlp,rwc_tlp_90,1.35823138,1.361755966,1.354706795
2024,2,FREX_05,09.07.2024,rwc_class_80_90,80-90,1.547443653,1.55118766,1.543699647
2024,2,FREX_05,09.07.2024,rwc_class_standard,standard,1.35480618,1.358257042,1.351355317
2024,2,FREX_05,09.07.2024,rwc_class_70_80,70-80,1.27437859,1.275515109,1.27324207
2024,2,FREX_05,09.07.2024,rwc_class_65_70,65-70,1.202803937,1.203463556,1.202144318
2024,2,FREX_06,09.07.2024,rwc_class_90,90+,5.585288185,5.619261673,5.551314697
2024,2,FREX_06,09.07.2024,rwc_class_80_90,80-90,4.187485708,4.201007345,4.173964072
2024,2,FREX_06,09.07.2024,rwc_class_standard,standard,3.962422953,3.968621294,3.956224612
2024,2,FREX_06,09.07.2024,rwc_class_tlp,rwc_tlp_90,3.961702332,3.967865417,3.955539247
2024,2,FREX_06,09.07.2024,rwc_class_70_80,70-80,3.934698492,3.937165142,3.932231842
2024,2,FREX_06,09.07.2024,rwc_class_65_70,65-70,3.698209996,3.703679555,3.692740437
2024,2,FREX_07,09.07.2024,rwc_class_90,90+,7.294218191,7.388055881,7.200380501
2024,2,FREX_07,09.07.2024,rwc_class_80_90,80-90,2.490075639,2.556329093,2.423822185
2024,2,FREX_07,09.07.2024,rwc_class_standard,standard,2.058626983,2.070069682,2.047184285
2024,2,FREX_07,09.07.2024,rwc_class_tlp,rwc_tlp_90,2.044452945,2.055121012,2.033784878
2024,2,FREX_07,09.07.2024,rwc_class_70_80,70-80,2.158119546,2.173187308,2.143051784
2024,2,FREX_07,09.07.2024,rwc_class_65_70,65-70,1.881573848,1.898267276,1.864880421
2024,2,FREX_08,09.07.2024,rwc_class_90,90+,3.76626638,3.822309497,3.710223263
2024,2,FREX_08,09.07.2024,rwc_class_tlp,rwc_tlp_90,1.494736802,1.499725616,1.489747987
2024,2,FREX_08,09.07.2024,rwc_class_80_90,80-90,1.518671574,1.525406673,1.511936475
2024,2,FREX_08,09.07.2024,rwc_class_standard,standard,1.472775141,1.477153938,1.468396344
2024,2,FREX_08,09.07.2024,rwc_class_70_80,70-80,1.455709691,1.463516366,1.447903016
2024,2,FREX_08,09.07.2024,rwc_class_65_70,65-70,1.289306034,1.29132659,1.287285477
2024,2,FASY_01,09.07.2024,rwc_class_90,90+,7.191619119,7.216472524,7.166765713
2024,2,FASY_01,09.07.2024,rwc_class_tlp,rwc_tlp_90,5.830293113,5.869857501,5.790728725
2024,2,FASY_01,09.07.2024,rwc_class_80_90,80-90,6.363857409,6.388654348,6.33906047
2024,2,FASY_01,09.07.2024,rwc_class_standard,standard,5.652725319,5.688100472,5.617350166
