"campaign","species","sample_id","year","sugar_name","date","sugar_conc"
1,"FASY","FASY_01","2024","fructose_mg_g",2024-05-28,9.08
1,"FASY","FASY_01","2024","glucose_mg_g",2024-05-28,14.52
1,"FASY","FASY_01","2024","glucose_starch_1",2024-05-28,30.48
1,"FASY","FASY_01","2024","starch_mg_g",2024-05-28,33.21
1,"FASY","FASY_01","2024","sucrose_mg_g",2024-05-28,48.95
1,"FASY","FASY_01","2024","sugar_weight_mg",2024-05-28,29.74
1,"FASY","FASY_01","2024","total_sugars_mg_g",2024-05-28,72.55
1,"FASY","FASY_02","2024","fructose_mg_g",2024-05-28,13.79
1,"FASY","FASY_02","2024","glucose_mg_g",2024-05-28,19.22
1,"FASY","FASY_02","2024","glucose_starch_1",2024-05-28,36.19
1,"FASY","FASY_02","2024","starch_mg_g",2024-05-28,40.1
1,"FASY","FASY_02","2024","sucrose_mg_g",2024-05-28,47.64
1,"FASY","FASY_02","2024","sugar_weight_mg",2024-05-28,29.24
1,"FASY","FASY_02","2024","total_sugars_mg_g",2024-05-28,80.64
1,"FASY","FASY_03","2024","fructose_mg_g",2024-05-28,9.62
1,"FASY","FASY_03","2024","glucose_mg_g",2024-05-28,13.59
1,"FASY","FASY_03","2024","glucose_starch_1",2024-05-28,17.01
1,"FASY","FASY_03","2024","starch_mg_g",2024-05-28,18.62
1,"FASY","FASY_03","2024","sucrose_mg_g",2024-05-28,49.52
1,"FASY","FASY_03","2024","sugar_weight_mg",2024-05-28,29.59
1,"FASY","FASY_03","2024","total_sugars_mg_g",2024-05-28,72.73
1,"FASY","FASY_04","2024","fructose_mg_g",2024-05-28,8.69
1,"FASY","FASY_04","2024","glucose_mg_g",2024-05-28,13.37
1,"FASY","FASY_04","2024","glucose_starch_1",2024-05-28,38.65
1,"FASY","FASY_04","2024","starch_mg_g",2024-05-28,42.53
1,"FASY","FASY_04","2024","sucrose_mg_g",2024-05-28,43.58
1,"FASY","FASY_04","2024","sugar_weight_mg",2024-05-28,29.44
1,"FASY","FASY_04","2024","total_sugars_mg_g",2024-05-28,65.64
1,"FREX","FREX_05","2024","fructose_mg_g",2024-05-28,20.28
1,"FREX","FREX_05","2024","glucose_mg_g",2024-05-28,29.96
1,"FREX","FREX_05","2024","glucose_starch_1",2024-05-28,41.7
1,"FREX","FREX_05","2024","starch_mg_g",2024-05-28,45.31
1,"FREX","FREX_05","2024","sucrose_mg_g",2024-05-28,12.57
1,"FREX","FREX_05","2024","sugar_weight_mg",2024-05-28,29.82
1,"FREX","FREX_05","2024","total_sugars_mg_g",2024-05-28,62.81
1,"FREX","FREX_06","2024","fructose_mg_g",2024-05-28,19.32
1,"FREX","FREX_06","2024","glucose_mg_g",2024-05-28,37.71
1,"FREX","FREX_06","2024","glucose_starch_1",2024-05-28,61.87
1,"FREX","FREX_06","2024","starch_mg_g",2024-05-28,65.34
1,"FREX","FREX_06","2024","sucrose_mg_g",2024-05-28,8.3
1,"FREX","FREX_06","2024","sugar_weight_mg",2024-05-28,30.68
1,"FREX","FREX_06","2024","total_sugars_mg_g",2024-05-28,65.33
1,"FREX","FREX_07","2024","fructose_mg_g",2024-05-28,17.25
1,"FREX","FREX_07","2024","glucose_mg_g",2024-05-28,29.5
1,"FREX","FREX_07","2024","glucose_starch_1",2024-05-28,48.89
1,"FREX","FREX_07","2024","starch_mg_g",2024-05-28,51.66
1,"FREX","FREX_07","2024","sucrose_mg_g",2024-05-28,16.81
1,"FREX","FREX_07","2024","sugar_weight_mg",2024-05-28,30.66
1,"FREX","FREX_07","2024","total_sugars_mg_g",2024-05-28,63.56
1,"FREX","FREX_08","2024","fructose_mg_g",2024-05-28,36.22
1,"FREX","FREX_08","2024","glucose_mg_g",2024-05-28,51.96
1,"FREX","FREX_08","2024","glucose_starch_1",2024-05-28,26.32
1,"FREX","FREX_08","2024","starch_mg_g",2024-05-28,28.15
1,"FREX","FREX_08","2024","sucrose_mg_g",2024-05-28,7.76
1,"FREX","FREX_08","2024","sugar_weight_mg",2024-05-28,30.29
1,"FREX","FREX_08","2024","total_sugars_mg_g",2024-05-28,95.94
2,"FASY","FASY_01","2024","fructose_mg_g",2024-07-09,6.01
2,"FASY","FASY_01","2024","glucose_mg_g",2024-07-09,7.96
2,"FASY","FASY_01","2024","glucose_starch_1",2024-07-09,9.28
2,"FASY","FASY_01","2024","starch_mg_g",2024-07-09,9.9
2,"FASY","FASY_01","2024","sucrose_mg_g",2024-07-09,57.37
2,"FASY","FASY_01","2024","sugar_weight_mg",2024-07-09,30.39
2,"FASY","FASY_01","2024","total_sugars_mg_g",2024-07-09,71.35
2,"FASY","FASY_02","2024","fructose_mg_g",2024-07-09,13.61
2,"FASY","FASY_02","2024","glucose_mg_g",2024-07-09,19.38
2,"FASY","FASY_02","2024","glucose_starch_1",2024-07-09,14.03
2,"FASY","FASY_02","2024","starch_mg_g",2024-07-09,14.66
2,"FASY","FASY_02","2024","sucrose_mg_g",2024-07-09,41.59
2,"FASY","FASY_02","2024","sugar_weight_mg",2024-07-09,31.02
2,"FASY","FASY_02","2024","total_sugars_mg_g",2024-07-09,74.58
2,"FASY","FASY_03","2024","fructose_mg_g",2024-07-09,10.58
2,"FASY","FASY_03","2024","glucose_mg_g",2024-07-09,14.18
2,"FASY","FASY_03","2024","glucose_starch_1",2024-07-09,15.79
2,"FASY","FASY_03","2024","starch_mg_g",2024-07-09,16.92
2,"FASY","FASY_03","2024","sucrose_mg_g",2024-07-09,56.24
2,"FASY","FASY_03","2024","sugar_weight_mg",2024-07-09,30.24
2,"FASY","FASY_03","2024","total_sugars_mg_g",2024-07-09,81
2,"FASY","FASY_04","2024","fructose_mg_g",2024-07-09,5.41
2,"FASY","FASY_04","2024","glucose_mg_g",2024-07-09,7.72
2,"FASY","FASY_04","2024","glucose_starch_1",2024-07-09,13.36
2,"FASY","FASY_04","2024","starch_mg_g",2024-07-09,14.41
2,"FASY","FASY_04","2024","sucrose_mg_g",2024-07-09,45.89
2,"FASY","FASY_04","2024","sugar_weight_mg",2024-07-09,30.04
2,"FASY","FASY_04","2024","total_sugars_mg_g",2024-07-09,59.03
2,"FREX","FREX_05","2024","fructose_mg_g",2024-07-09,10.73
2,"FREX","FREX_05","2024","glucose_mg_g",2024-07-09,31.72
2,"FREX","FREX_05","2024","glucose_starch_1",2024-07-09,63.91
2,"FREX","FREX_05","2024","starch_mg_g",2024-07-09,68
2,"FREX","FREX_05","2024","sucrose_mg_g",2024-07-09,15.65
2,"FREX","FREX_05","2024","sugar_weight_mg",2024-07-09,30.45
2,"FREX","FREX_05","2024","total_sugars_mg_g",2024-07-09,58.1
2,"FREX","FREX_06","2024","fructose_mg_g",2024-07-09,12.26
2,"FREX","FREX_06","2024","glucose_mg_g",2024-07-09,29.34
2,"FREX","FREX_06","2024","glucose_starch_1",2024-07-09,75.46
2,"FREX","FREX_06","2024","starch_mg_g",2024-07-09,79.33
2,"FREX","FREX_06","2024","sucrose_mg_g",2024-07-09,8.85
2,"FREX","FREX_06","2024","sugar_weight_mg",2024-07-09,30.82
2,"FREX","FREX_06","2024","total_sugars_mg_g",2024-07-09,50.44
2,"FREX","FREX_07","2024","fructose_mg_g",2024-07-09,10.08
2,"FREX","FREX_07","2024","glucose_mg_g",2024-07-09,26.12
2,"FREX","FREX_07","2024","glucose_starch_1",2024-07-09,59.85
2,"FREX","FREX_07","2024","starch_mg_g",2024-07-09,64.15
2,"FREX","FREX_07","2024","sucrose_mg_g",2024-07-09,7.58
2,"FREX","FREX_07","2024","sugar_weight_mg",2024-07-09,30.23
2,"FREX","FREX_07","2024","total_sugars_mg_g",2024-07-09,43.78
2,"FREX","FREX_08","2024","fructose_mg_g",2024-07-09,18.98
2,"FREX","FREX_08","2024","glucose_mg_g",2024-07-09,29.45
2,"FREX","FREX_08","2024","glucose_starch_1",2024-07-09,53.38
2,"FREX","FREX_08","2024","starch_mg_g",2024-07-09,58.97
2,"FREX","FREX_08","2024","sucrose_mg_g",2024-07-09,5.63
2,"FREX","FREX_08","2024","sugar_weight_mg",2024-07-09,29.33
2,"FREX","FREX_08","2024","total_sugars_mg_g",2024-07-09,54.05
3,"FASY","FASY_01","2024","fructose_mg_g",2024-08-13,6.87
3,"FASY","FASY_01","2024","glucose_mg_g",2024-08-13,7.77
3,"FASY","FASY_01","2024","glucose_starch_1",2024-08-13,1.67
3,"FASY","FASY_01","2024","starch_mg_g",2024-08-13,1.85
3,"FASY","FASY_01","2024","sucrose_mg_g",2024-08-13,46.27
3,"FASY","FASY_01","2024","sugar_weight_mg",2024-08-13,29.28
3,"FASY","FASY_01","2024","total_sugars_mg_g",2024-08-13,60.91
3,"FASY","FASY_02","2024","fructose_mg_g",2024-08-13,22.31
3,"FASY","FASY_02","2024","glucose_mg_g",2024-08-13,27.31
3,"FASY","FASY_02","2024","glucose_starch_1",2024-08-13,9.23
3,"FASY","FASY_02","2024","starch_mg_g",2024-08-13,10.14
3,"FASY","FASY_02","2024","sucrose_mg_g",2024-08-13,28.85
3,"FASY","FASY_02","2024","sugar_weight_mg",2024-08-13,29.49
3,"FASY","FASY_02","2024","total_sugars_mg_g",2024-08-13,78.47
3,"FASY","FASY_03","2024","fructose_mg_g",2024-08-13,13.41
3,"FASY","FASY_03","2024","glucose_mg_g",2024-08-13,17.37
3,"FASY","FASY_03","2024","glucose_starch_1",2024-08-13,2.45
3,"FASY","FASY_03","2024","starch_mg_g",2024-08-13,2.68
3,"FASY","FASY_03","2024","sucrose_mg_g",2024-08-13,41.7
3,"FASY","FASY_03","2024","sugar_weight_mg",2024-08-13,29.55
3,"FASY","FASY_03","2024","total_sugars_mg_g",2024-08-13,72.47
3,"FASY","FASY_04","2024","fructose_mg_g",2024-08-13,7.15
3,"FASY","FASY_04","2024","glucose_mg_g",2024-08-13,9.25
3,"FASY","FASY_04","2024","glucose_starch_1",2024-08-13,6.91
3,"FASY","FASY_04","2024","starch_mg_g",2024-08-13,7.31
3,"FASY","FASY_04","2024","sucrose_mg_g",2024-08-13,40.53
3,"FASY","FASY_04","2024","sugar_weight_mg",2024-08-13,30.62
3,"FASY","FASY_04","2024","total_sugars_mg_g",2024-08-13,56.94
3,"FREX","FREX_05","2024","fructose_mg_g",2024-08-13,7.83
3,"FREX","FREX_05","2024","glucose_mg_g",2024-08-13,22.12
3,"FREX","FREX_05","2024","glucose_starch_1",2024-08-13,22.05
3,"FREX","FREX_05","2024","starch_mg_g",2024-08-13,23.01
3,"FREX","FREX_05","2024","sucrose_mg_g",2024-08-13,9.76
3,"FREX","FREX_05","2024","sugar_weight_mg",2024-08-13,31.04
3,"FREX","FREX_05","2024","total_sugars_mg_g",2024-08-13,39.71
3,"FREX","FREX_06","2024","fructose_mg_g",2024-08-13,15.17
3,"FREX","FREX_06","2024","glucose_mg_g",2024-08-13,28.92
3,"FREX","FREX_06","2024","glucose_starch_1",2024-08-13,29.58
3,"FREX","FREX_06","2024","starch_mg_g",2024-08-13,31.59
3,"FREX","FREX_06","2024","sucrose_mg_g",2024-08-13,6.59
3,"FREX","FREX_06","2024","sugar_weight_mg",2024-08-13,30.34
