SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
47,20:30:57,2024-06-05,fvfm_wb,rebecca,,003,003,045,0.021127,2.914354,0.020975,0.301139,1.497332,1.491618,2.908798,1.411466,14.839832,14.896676,28.939089,0.298530,1.800000,PSF-01225_20240605203057_2ac,140.071030,326.710938,0.571269,0.000000,0.000000,0.000000,0.5,0.80,0.243783,1.000000,47.07,46.89,25.01,23.51,23.51,100.51,155.8,150.4,3.5,1,4.044,20:23:50,2024-06-05,0.07,1,-0.001,0.001,-0.015,-0.371,-0.239,0.051,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.435611,2.421532,1.658691,0.930139,0.272641,-0.016323,0.508655,0.108006,140.071030,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605203057_2ac,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
48,20:32:17,2024-06-05,fvfm_wb,rebecca,,003,004,045,0.187181,2.915956,0.175891,2.548483,1.521639,1.473355,2.945737,1.424098,14.657074,15.137405,29.304472,0.298530,1.800000,PSF-01225_20240605203217_e15,139.542099,295.729980,0.528144,0.000000,0.000000,0.000000,0.5,0.80,0.208377,1.000000,47.74,46.22,25.04,23.72,23.72,100.52,156.0,136.2,12.7,1,4.042,20:23:50,2024-06-05,0.07,1,-0.006,-0.005,-0.014,-0.062,0.088,-0.005,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.434775,2.422370,1.660361,0.894326,0.272285,-0.014284,0.513517,0.107949,139.542099,0.000216,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605203217_e15,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
49,20:32:56,2024-06-05,fvfm_wb,rebecca,,001,001,050,0.074503,2.913067,0.072645,1.048857,1.520726,1.500810,2.939834,1.419107,14.930494,15.128631,29.246328,0.298530,1.800000,PSF-01225_20240605203256_480,191.863770,414.794312,0.537448,0.000000,0.000000,0.000000,0.5,0.80,0.256119,1.000000,47.66,47.04,25.06,23.69,23.69,100.52,155.6,140.3,9.9,1,4.041,20:23:50,2024-06-05,0.07,1,-0.001,-0.004,-0.013,-0.188,-0.081,-0.157,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.435791,2.422271,1.657354,0.904574,0.272103,-0.014868,0.515864,0.108094,191.863770,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605203256_480,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
50,20:33:24,2024-06-05,fvfm_wb,rebecca,,001,002,050,0.044053,2.913019,0.043397,0.576901,1.531981,1.521026,2.839285,1.307304,15.130677,15.239650,28.244287,0.298530,1.800000,PSF-01225_20240605203324_d4e,206.703537,411.152588,0.497258,0.000000,0.000000,0.000000,0.5,0.80,0.174344,1.000000,47.99,47.64,25.07,23.11,23.11,100.53,155.6,133.1,14.5,1,4.041,20:23:50,2024-06-05,0.07,1,-0.001,0.000,-9999.000,-0.033,-0.063,-9999.000,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.436544,2.422676,1.657304,0.886695,0.271992,-0.021643,0.517455,0.107871,206.703537,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605203324_d4e,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
51,20:33:54,2024-06-05,fvfm_wb,rebecca,,001,003,050,0.025851,2.915005,0.025623,0.371690,1.507730,1.500682,2.933710,1.425979,14.928519,14.998636,29.184029,0.298530,1.800000,PSF-01225_20240605203354_c56,181.317688,449.459564,0.596587,0.000000,0.000000,0.000000,0.5,0.80,0.243112,1.000000,47.20,46.98,25.08,23.66,23.66,100.52,155.9,126.1,19.1,1,4.040,20:23:50,2024-06-05,0.07,1,-0.003,-0.003,-0.026,-0.127,-0.189,-0.095,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.435720,2.421693,1.659370,0.869730,0.271908,-0.015481,0.519204,0.107972,181.317688,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605203354_c56,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
52,20:34:55,2024-06-05,fvfm_wb,rebecca,,001,004,050,0.156018,2.914661,0.148090,2.261217,1.524390,1.481505,3.024585,1.500195,14.737748,15.164358,30.088034,0.298530,1.800000,PSF-01225_20240605203455_b14,172.855850,362.962952,0.523764,0.000000,0.000000,0.000000,0.5,0.80,0.143658,1.000000,47.70,46.36,25.08,24.16,24.16,100.52,155.8,138.6,11.0,1,4.039,20:34:23,2024-06-05,1.31,0,-0.000,0.002,-9999.000,-0.342,-0.210,-9999.000,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.434936,2.420762,1.659011,0.900489,0.271806,-0.009701,0.522864,0.107736,172.855850,0.000210,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605203455_b14,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
53,20:35:42,2024-06-05,fvfm_wb,rebecca,,002,001,050,0.258360,2.915936,0.237332,3.343534,1.546387,1.483057,2.930957,1.384570,14.754037,15.384068,29.158312,0.298530,1.800000,PSF-01225_20240605203542_196,198.738449,455.464478,0.563658,0.000000,0.000000,0.000000,0.5,0.80,0.256398,1.000000,48.36,46.38,25.10,23.64,23.64,100.52,156.0,143.8,7.8,1,4.038,20:34:23,2024-06-05,1.31,0,0.000,-0.004,-0.013,-0.209,-0.109,-0.393,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.434956,2.421586,1.660341,0.913388,0.271683,-0.015904,0.525555,0.108055,198.738449,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605203542_196,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
54,20:36:20,2024-06-05,fvfm_wb,rebecca,,002,002,050,0.179804,2.912425,0.169349,2.521150,1.542253,1.494362,3.004968,1.462715,14.865431,15.341829,29.892443,0.298530,1.800000,PSF-01225_20240605203620_1ec,186.741470,427.675018,0.563357,0.000000,0.000000,0.000000,0.5,0.80,0.296639,1.000000,48.21,46.71,25.10,24.06,24.06,100.53,155.6,132.5,14.8,1,4.037,20:34:23,2024-06-05,1.31,0,0.002,0.003,-0.014,0.109,0.008,-0.025,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.435373,2.421398,1.656688,0.885279,0.271610,-0.011176,0.527788,0.108182,186.741470,0.000215,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605203620_1ec,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
55,20:36:48,2024-06-05,fvfm_wb,rebecca,,002,003,050,0.189430,2.915220,0.177872,2.523555,1.525870,1.478035,2.920415,1.394545,14.704329,15.180217,29.053944,0.298530,1.800000,PSF-01225_20240605203648_052,238.065720,521.285156,0.543310,0.000000,0.000000,0.000000,0.5,0.80,0.249892,1.000000,47.69,46.20,25.10,23.58,23.58,100.52,155.9,137.7,11.7,1,4.036,20:34:23,2024-06-05,1.31,0,-0.000,0.003,-0.015,0.023,0.202,0.073,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.434731,2.420749,1.659594,0.898141,0.271600,-0.016687,0.529401,0.108064,238.065720,0.000217,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605203648_052,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
56,20:37:28,2024-06-05,fvfm_wb,rebecca,,002,004,050,0.236265,2.915965,0.218557,3.265932,1.513641,1.451760,2.982164,1.468523,14.442245,15.057845,29.666855,0.298530,1.800000,PSF-01225_20240605203728_80e,227.710602,444.475281,0.487687,0.000000,0.000000,0.000000,0.5,0.80,0.192119,1.000000,47.30,45.37,25.11,23.93,23.93,100.52,156.0,145.2,6.9,1,4.035,20:34:23,2024-06-05,1.31,0,-0.003,-0.003,-0.011,0.048,0.249,0.024,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.433692,2.420258,1.660371,0.916893,0.271573,-0.012689,0.531698,0.107948,227.710602,0.000214,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605203728_80e,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
57,20:38:02,2024-06-05,fvfm_wb,rebecca,,003,001,050,0.161243,2.915490,0.152793,2.273523,1.504300,1.461205,2.966689,1.462390,14.537036,14.965775,29.514597,0.298530,1.800000,PSF-01225_20240605203802_0ee,218.688019,442.507263,0.505798,0.000000,0.000000,0.000000,0.5,0.80,0.166585,1.000000,46.99,45.65,25.11,23.84,23.84,100.52,155.9,140.5,9.9,1,4.034,20:34:23,2024-06-05,1.31,0,-0.003,-0.003,-9999.000,0.378,0.178,-9999.000,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.434041,2.419866,1.659875,0.905182,0.271505,-0.013767,0.533643,0.107834,218.688019,0.000215,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605203802_0ee,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
58,20:38:37,2024-06-05,fvfm_wb,rebecca,,003,002,050,0.194046,2.914818,0.181934,2.680015,1.511061,1.460236,2.958828,1.447767,14.527184,15.032812,29.435947,0.298530,1.800000,PSF-01225_20240605203837_a61,219.650391,378.933197,0.420345,0.000000,0.000000,0.000000,0.5,0.80,0.188654,1.000000,47.20,45.61,25.11,23.80,23.80,100.52,155.9,126.8,18.6,1,4.034,20:34:23,2024-06-05,1.31,0,-0.002,-0.004,-0.014,-0.084,-0.059,-0.102,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.434000,2.420129,1.659175,0.871323,0.271496,-0.014288,0.535679,0.108045,219.650391,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605203837_a61,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
59,20:39:35,2024-06-05,fvfm_wb,rebecca,,003,003,050,0.784992,2.914119,0.618408,7.161845,1.558960,1.423135,2.698391,1.139431,14.158328,15.509610,26.845453,0.298530,1.800000,PSF-01225_20240605203935_518,193.626877,450.532074,0.570226,0.000000,0.000000,0.000000,0.5,0.80,0.225211,1.000000,48.72,44.48,25.11,22.28,22.28,100.52,155.8,130.6,16.2,1,4.032,20:34:23,2024-06-05,1.31,0,-0.001,0.003,-0.009,-0.208,0.060,-0.004,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.432570,2.422045,1.658447,0.880522,0.271583,-0.031689,0.538992,0.107950,193.626877,0.000214,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605203935_518,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
60,20:40:00,2024-06-05,fvfm_wb,rebecca,,003,004,050,0.176887,2.916258,0.166772,2.507147,1.474102,1.426591,2.951998,1.477896,14.192039,14.664694,29.367125,0.298530,1.800000,PSF-01225_20240605204000_f7f,212.551834,434.490692,0.510802,0.000000,0.000000,0.000000,0.5,0.80,0.205879,1.000000,46.07,44.59,25.10,23.76,23.76,100.52,156.0,133.2,14.6,1,4.032,20:34:23,2024-06-05,1.31,0,-0.003,-0.003,-0.011,-0.140,0.230,-0.174,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.432711,2.418703,1.660678,0.887072,0.271598,-0.014622,0.540358,0.107964,212.551834,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605204000_f7f,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
61,20:40:48,2024-06-05,fvfm_wb,rebecca,,001,001,525,0.171580,2.915423,0.162044,2.471577,1.482660,1.435797,2.981782,1.499122,14.283835,14.750050,29.663864,0.298530,1.800000,PSF-01225_20240605204048_fed,112.941742,112.032295,-0.008118,0.000000,0.000000,0.000000,0.5,0.80,-0.003523,1.000000,46.34,44.87,25.10,23.93,23.93,100.52,155.9,142.5,8.6,1,4.030,20:34:23,2024-06-05,1.31,0,-0.001,0.000,-0.009,-0.180,0.130,-0.067,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.433071,2.419039,1.659805,0.910231,0.271591,-0.012694,0.543041,0.108019,112.941742,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605204048_fed,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
62,20:41:46,2024-06-05,fvfm_wb,rebecca,,001,002,525,0.180939,2.913902,0.170361,2.533199,1.521307,1.473237,2.982494,1.461187,14.656373,15.134595,29.671099,0.298530,1.800000,PSF-01225_20240605204146_49a,97.893837,105.035660,0.067994,0.000000,0.000000,0.000000,0.5,0.80,0.030737,1.000000,47.55,46.04,25.10,23.93,23.93,100.52,155.7,125.1,19.6,1,4.028,20:34:23,2024-06-05,1.31,0,0.000,0.003,0.008,-0.180,-0.062,0.058,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.434540,2.420565,1.658222,0.867352,0.271588,-0.012651,0.546309,0.108050,97.893837,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605204146_49a,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
63,20:42:21,2024-06-05,fvfm_wb,rebecca,,001,003,525,0.168299,2.913622,0.159108,2.336020,1.511907,1.467565,2.954900,1.442993,14.600169,15.041306,29.397020,0.298530,1.800000,PSF-01225_20240605204221_b04,105.193733,114.950180,0.084875,0.000000,0.000000,0.000000,0.5,0.80,0.037646,1.000000,47.25,45.87,25.10,23.78,23.78,100.52,155.7,141.3,9.3,1,4.028,20:34:23,2024-06-05,1.31,0,-0.005,-0.004,-0.015,-0.136,-0.133,-0.104,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.434320,2.420197,1.657931,0.907005,0.271596,-0.014435,0.548221,0.108035,105.193733,0.000214,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605204221_b04,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
64,20:43:12,2024-06-05,fvfm_wb,rebecca,,001,004,525,0.182552,2.916403,0.171798,2.630542,1.486893,1.437054,2.991787,1.504894,14.295846,14.791643,29.762367,0.298530,1.800000,PSF-01225_20240605204312_6fe,97.525833,101.930740,0.043215,0.000000,0.000000,0.000000,0.5,0.80,0.019343,1.000000,46.49,44.93,25.10,23.98,23.98,100.52,156.0,135.0,13.5,1,4.027,20:34:23,2024-06-05,1.31,0,0.002,-0.001,-0.014,-0.360,0.034,-0.051,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.433145,2.419232,1.660829,0.891367,0.271665,-0.011966,0.551038,0.108043,97.525833,0.000213,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605204312_6fe,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
65,20:43:39,2024-06-05,fvfm_wb,rebecca,,002,001,525,0.184363,2.914325,0.173394,2.550039,1.492987,1.444600,2.938664,1.445677,14.371699,14.853079,29.235493,0.298530,1.800000,PSF-01225_20240605204339_ad3,89.191315,207.350845,0.569853,0.000000,0.000000,0.000000,0.5,0.80,0.238448,1.000000,46.69,45.17,25.10,23.68,23.68,100.52,155.8,139.6,10.4,1,4.026,20:34:23,2024-06-05,1.31,0,-0.003,-0.000,-0.018,0.162,0.312,0.068,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.433448,2.419480,1.658662,0.902775,0.271685,-0.015398,0.552485,0.107991,89.191315,0.000214,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605204339_ad3,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
66,20:44:23,2024-06-05,fvfm_wb,rebecca,,002,002,525,0.206561,2.917781,0.192904,2.971041,1.480731,1.424501,2.994423,1.513691,14.171495,14.730896,29.789692,0.298530,1.800000,PSF-01225_20240605204423_600,70.208786,111.178276,0.368503,0.000000,0.000000,0.000000,0.5,0.80,0.134722,1.000000,46.33,44.57,25.08,24.00,24.00,100.52,156.2,145.0,7.2,1,4.026,20:34:23,2024-06-05,1.31,0,-0.000,-0.002,-0.010,0.042,0.049,-0.047,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.432695,2.419035,1.662273,0.916520,0.271805,-0.011644,0.554862,0.107898,70.208786,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605204423_600,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
67,20:44:59,2024-06-05,fvfm_wb,rebecca,,002,003,525,0.318002,2.916081,0.286733,4.035723,1.501898,1.425428,2.885870,1.383973,14.180043,14.940762,28.708418,0.298530,1.800000,PSF-01225_20240605204459_66c,106.114624,240.128876,0.558093,0.000000,0.000000,0.000000,0.5,0.80,0.183808,1.000000,47.01,44.61,25.08,23.38,23.38,100.52,156.0,142.5,8.7,1,4.025,20:44:50,2024-06-05,1.45,0,-0.005,-0.004,-0.001,0.162,-0.147,0.146,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.432744,2.419708,1.660493,0.910153,0.271843,-0.018701,0.556866,0.107834,106.114624,0.000214,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605204459_66c,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
68,20:45:44,2024-06-05,fvfm_wb,rebecca,,002,004,525,0.210271,2.916931,0.196133,3.031402,1.498886,1.441487,3.017558,1.518672,14.340764,14.911807,30.020451,0.298530,1.800000,PSF-01225_20240605204544_fea,73.419930,82.675339,0.111949,0.000000,0.000000,0.000000,0.5,0.80,0.043625,1.000000,46.94,45.14,25.07,24.13,24.13,100.52,156.1,134.6,13.8,1,4.024,20:44:50,2024-06-05,1.45,0,0.002,0.000,-0.009,-0.243,0.019,0.108,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.433411,2.419624,1.661381,0.890536,0.271947,-0.009999,0.559258,0.107940,73.419930,0.000215,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605204544_fea,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
69,20:46:43,2024-06-05,fvfm_wb,rebecca,,003,001,525,0.415275,2.915356,0.363497,5.311397,1.513236,1.412552,2.949425,1.436190,14.052444,15.054079,29.341679,0.298530,1.800000,PSF-01225_20240605204643_196,112.369179,111.835953,-0.004768,0.000000,0.000000,0.000000,0.5,0.80,-0.001646,1.000000,47.43,44.27,25.06,23.75,23.75,100.52,155.9,142.5,8.6,1,4.022,20:44:50,2024-06-05,1.45,0,0.001,-0.004,-0.012,0.033,-0.122,-0.094,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.432316,2.420242,1.659735,0.910047,0.272091,-0.014254,0.562436,0.107862,112.369179,0.000211,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605204643_196,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
70,20:47:23,2024-06-05,fvfm_wb,rebecca,,003,002,525,0.191173,2.915532,0.179409,2.749445,1.487099,1.434974,2.993219,1.506120,14.275681,14.794242,29.777714,0.298530,1.800000,PSF-01225_20240605204723_585,105.504868,104.935165,-0.005429,0.000000,0.000000,0.000000,0.5,0.80,-0.002060,1.000000,46.63,45.00,25.05,23.99,23.99,100.52,155.9,152.5,2.2,1,4.021,20:44:50,2024-06-05,1.45,0,-0.001,-0.000,-0.011,-0.045,0.119,-0.115,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.433231,2.419237,1.659919,0.935543,0.272184,-0.011310,0.564641,0.107922,105.504868,0.000210,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605204723_585,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
71,20:47:48,2024-06-05,fvfm_wb,rebecca,,003,003,525,0.206198,2.915867,0.192579,2.805537,1.472756,1.419572,2.905282,1.432526,14.122109,14.651188,28.902168,0.298530,1.800000,PSF-01225_20240605204748_38d,112.858414,114.060760,0.010541,0.000000,0.000000,0.000000,0.5,0.80,0.003668,1.000000,46.19,44.53,25.04,23.49,23.49,100.52,156.0,138.2,11.4,1,4.021,20:44:50,2024-06-05,1.45,0,-0.001,-0.003,-0.019,-0.337,-0.050,-0.306,1,150,0.005,2.000000,0.165850,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,6000,5,5.000000,2.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.432642,2.418687,1.660269,0.899382,0.272241,-0.016987,0.565919,0.107867,112.858414,0.000212,2.365176,-0.000008,1.000000,2.351669,-0.000027,1.000000,0.600858,0.600606,0.107252,0.000000,PSF-01225_20240605204748_38d,PFA-01090,PSA-01092,PSF-01225,RHS-02024,3.0.0,2024-06-05T18:00:03.419Z
